SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-08,61.75,61.0,63.8,61.0,62.4,61.85,62.42,173059,108.02,2360,92820,53.63
21STCENMGM,EQ,2021-07-08,24.85,25.3,25.3,25.3,25.3,25.3,25.3,8170,2.07,34,8170,100.00
3MINDIA,EQ,2021-07-08,24327.25,24540.0,24540.0,24350.0,24442.0,24459.3,24444.85,1412,345.16,801,813,57.58
3PLAND,EQ,2021-07-08,14.2,14.5,15.6,14.5,15.6,15.6,15.41,64633,9.96,233,49567,76.69
5PAISA,EQ,2021-07-08,457.95,467.0,480.8,450.0,474.0,473.8,472.81,168192,795.22,6253,68497,40.73
AAKASH,EQ,2021-07-08,202.4,207.0,210.0,201.15,209.95,208.1,205.32,55504,113.96,499,23743,42.78
AARTIDRUGS,EQ,2021-07-08,732.75,734.0,734.0,723.0,726.0,727.4,728.43,225239,1640.71,9521,68907,30.59
AARTIIND,EQ,2021-07-08,863.2,867.8,869.5,841.1,851.7,848.4,851.32,1434478,12212.04,39614,701471,48.90
AARTISURF,EQ,2021-07-08,1380.65,1390.0,1398.0,1372.0,1384.45,1377.65,1384.09,7172,99.27,1442,4278,59.65
AARVI,EQ,2021-07-08,73.8,74.7,75.6,72.0,72.1,72.45,74.18,73223,54.32,1175,49601,67.74
AAVAS,EQ,2021-07-08,2974.05,2974.05,3029.05,2901.2,2918.0,2924.7,2936.63,86009,2525.77,12552,18078,21.02
ABB,EQ,2021-07-08,1742.1,1742.1,1750.5,1695.1,1710.0,1703.25,1712.22,127100,2176.24,11076,76459,60.16
ABBOTINDIA,EQ,2021-07-08,17260.6,17260.7,17283.35,17101.95,17250.0,17257.1,17220.15,6314,1087.28,2225,3492,55.31
ABCAPITAL,EQ,2021-07-08,114.4,115.2,117.0,113.4,114.2,113.95,114.87,2098814,2410.9,14917,908304,43.28
ABFRL,EQ,2021-07-08,213.5,214.0,219.9,212.55,214.65,214.25,216.61,2785570,6033.72,24891,602474,21.63
ABMINTLTD,EQ,2021-07-08,68.7,69.9,70.9,66.0,66.0,67.3,68.83,3664,2.52,104,1285,35.07
ABSLBANETF,EQ,2021-07-08,355.58,354.38,355.59,350.5,351.05,351.02,352.88,201,0.71,38,117,58.21
ABSLNN50ET,EQ,2021-07-08,394.0,399.0,399.0,393.26,394.5,394.5,395.4,139,0.55,14,51,36.69
ACC,EQ,2021-07-08,2036.55,2041.0,2057.35,2022.0,2027.1,2029.5,2043.36,342553,6999.58,20410,112608,32.87
ACCELYA,EQ,2021-07-08,1331.25,1335.0,1371.15,1309.05,1336.0,1338.65,1343.23,127396,1711.22,8112,43531,34.17
ACCURACY,EQ,2021-07-08,82.1,83.95,83.95,79.4,81.9,81.9,81.48,11055,9.01,287,6440,58.25
ACE,EQ,2021-07-08,233.55,233.0,234.95,224.2,227.0,227.05,229.78,534347,1227.84,14923,243677,45.60
ACRYSIL,EQ,2021-07-08,616.85,619.5,630.5,611.55,615.0,616.85,622.78,36049,224.51,1895,18532,51.41
ADANIENT,EQ,2021-07-08,1425.65,1420.0,1445.0,1411.8,1423.0,1425.9,1426.98,3898830,55635.37,76551,255996,6.57
ADANIPORTS,EQ,2021-07-08,720.1,724.0,728.0,709.1,711.8,711.7,718.74,7804439,56093.76,95018,1043494,13.37
ADFFOODS,EQ,2021-07-08,895.65,892.25,933.5,892.25,907.95,905.45,915.7,57302,524.71,5932,18374,32.07
ADORWELD,EQ,2021-07-08,683.65,687.9,699.85,655.3,658.0,661.5,677.68,26606,180.3,1852,18700,70.28
ADSL,EQ,2021-07-08,67.45,67.2,68.75,65.15,66.25,66.2,66.58,206530,137.51,2443,92664,44.87
ADVANIHOTR,EQ,2021-07-08,68.9,69.8,69.8,67.2,67.9,67.65,68.32,12050,8.23,264,5341,44.32
ADVENZYMES,EQ,2021-07-08,401.9,401.85,412.2,394.05,399.3,398.1,402.23,475923,1914.32,12882,174215,36.61
AEGISCHEM,EQ,2021-07-08,351.35,351.95,372.55,349.15,368.95,369.75,364.91,1900797,6936.14,33167,778430,40.95
AGARIND,EQ,2021-07-08,316.8,320.0,329.0,316.0,324.55,324.75,324.93,21026,68.32,701,13949,66.34
AGRITECH,EQ,2021-07-08,44.25,43.4,45.3,43.4,45.3,44.7,44.28,20239,8.96,275,10908,53.90
AGROPHOS,EQ,2021-07-08,16.35,17.95,17.95,16.4,17.95,17.95,17.63,1116393,196.82,2852,627904,56.24
AHLADA,EQ,2021-07-08,210.25,213.3,216.4,211.05,216.0,214.6,214.14,80996,173.45,1944,59604,73.59
AHLEAST,EQ,2021-07-08,188.6,187.15,189.0,182.0,182.1,183.05,185.26,6584,12.2,256,4156,63.12
AHLUCONT,EQ,2021-07-08,380.85,380.85,387.0,372.0,376.9,376.05,377.75,10305,38.93,1104,6194,60.11
AHLWEST,EQ,2021-07-08,249.6,246.0,250.05,240.4,246.7,242.25,244.99,5386,13.2,335,3285,60.99
AIAENG,EQ,2021-07-08,2169.9,2168.0,2168.0,2120.0,2135.0,2142.25,2144.64,71442,1532.17,4650,50908,71.26
AJANTPHARM,EQ,2021-07-08,2169.05,2186.0,2189.75,2156.95,2175.0,2180.05,2171.93,81495,1770.02,10042,36278,44.52
AJMERA,EQ,2021-07-08,299.5,299.5,307.0,283.55,291.0,290.8,295.94,155284,459.54,6770,69043,44.46
AKASH,EQ,2021-07-08,231.05,235.05,247.0,225.0,225.0,227.6,230.17,233252,536.87,2138,118569,50.83
AKG,EQ,2021-07-08,27.5,28.0,28.45,26.55,26.55,26.6,26.82,7179,1.93,79,6039,84.12
AKSHARCHEM,EQ,2021-07-08,364.1,363.45,366.95,354.5,356.9,357.45,359.21,56630,203.42,2383,30370,53.63
AKZOINDIA,EQ,2021-07-08,2330.65,2330.0,2339.8,2301.25,2305.55,2309.8,2312.86,6090,140.85,1196,2963,48.65
ALANKIT,EQ,2021-07-08,23.55,23.75,25.0,23.25,23.55,23.65,23.81,1783997,424.74,4547,784744,43.99
ALBERTDAVD,EQ,2021-07-08,508.3,508.3,512.2,498.0,500.2,500.75,503.79,20225,101.89,1507,10641,52.61
ALEMBICLTD,EQ,2021-07-08,129.8,130.8,131.5,126.6,127.5,127.5,129.24,725781,938.03,12088,154543,21.29
ALICON,EQ,2021-07-08,679.3,686.0,710.0,676.0,681.3,681.0,692.36,26954,186.62,1861,15512,57.55
ALKALI,EQ,2021-07-08,71.15,71.45,73.25,70.1,70.95,70.4,71.9,37839,27.21,638,22500,59.46
ALKEM,EQ,2021-07-08,3313.0,3311.0,3335.0,3295.15,3324.0,3324.85,3321.15,95365,3167.21,6980,32821,34.42
ALKYLAMINE,EQ,2021-07-08,3653.2,3680.0,3715.0,3636.05,3667.8,3664.8,3674.74,44362,1630.19,6855,15464,34.86
