SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-28,62.95,63.8,63.8,60.2,63.4,62.85,62.02,110505,68.53,1720,58846,53.25
21STCENMGM,EQ,2021-07-28,21.35,21.75,21.75,21.75,21.75,21.75,21.75,487,0.11,10,487,100.00
3MINDIA,EQ,2021-07-28,24973.9,24975.0,24990.0,24514.75,24759.0,24742.3,24686.31,994,245.38,742,598,60.16
5PAISA,EQ,2021-07-28,516.25,523.6,523.6,508.0,511.95,511.6,514.96,49649,255.67,2340,25314,50.99
63MOONS,EQ,2021-07-28,100.35,98.1,102.45,95.6,96.9,96.65,98.59,229564,226.34,2672,120597,52.53
A2ZINFRA,EQ,2021-07-28,5.3,5.3,5.35,5.05,5.25,5.25,5.17,448316,23.19,483,298645,66.61
AAKASH,EQ,2021-07-28,262.0,263.9,282.0,254.3,256.0,262.15,261.81,325909,853.26,2448,246533,75.64
AARON,EQ,2021-07-28,130.25,125.05,134.0,123.75,133.7,131.0,126.54,18716,23.68,482,12537,66.99
AARTIDRUGS,EQ,2021-07-28,720.55,675.0,693.9,668.0,675.95,674.95,677.7,1594740,10807.55,62486,506686,31.77
AARTIIND,EQ,2021-07-28,898.25,891.0,897.2,867.8,879.5,880.7,881.33,669683,5902.09,24515,311470,46.51
AARTISURF,EQ,2021-07-28,1535.3,1535.0,1549.9,1429.95,1478.0,1476.95,1475.65,36971,545.56,5405,21021,56.86
AARVEEDEN,EQ,2021-07-28,23.8,24.95,24.95,24.95,24.95,24.95,24.95,18329,4.57,75,16329,89.09
AARVI,EQ,2021-07-28,71.15,72.9,72.9,68.15,70.5,71.2,70.63,50830,35.9,679,30404,59.82
AAVAS,EQ,2021-07-28,2586.7,2589.0,2615.45,2550.0,2565.5,2560.95,2567.11,98051,2517.08,13417,68072,69.43
ABAN,EQ,2021-07-28,47.7,48.45,48.45,46.2,46.7,46.45,47.08,147370,69.38,2156,85634,58.11
ABB,EQ,2021-07-28,1669.15,1675.15,1708.5,1653.75,1706.0,1699.05,1682.88,107633,1811.34,12617,52388,48.67
ABBOTINDIA,EQ,2021-07-28,17992.4,17985.0,17985.0,17807.5,17868.95,17935.15,17918.84,15320,2745.17,2327,10805,70.53
ABCAPITAL,EQ,2021-07-28,117.4,117.45,117.9,115.4,117.5,116.95,116.67,1726743,2014.56,13612,676288,39.17
ABFRL,EQ,2021-07-28,223.05,222.5,227.8,213.1,225.9,226.05,221.4,3707340,8208.21,30662,975307,26.31
ABSLBANETF,EQ,2021-07-28,346.69,344.44,345.71,340.7,344.38,344.13,343.59,223,0.77,32,93,41.70
ABSLNN50ET,EQ,2021-07-28,396.95,398.0,398.0,393.05,396.0,396.0,396.63,26,0.1,7,14,53.85
ACC,EQ,2021-07-28,2371.7,2369.0,2397.2,2330.25,2392.0,2393.9,2367.06,437170,10348.06,23778,61021,13.96
ACCELYA,EQ,2021-07-28,1367.85,1374.7,1391.45,1292.4,1376.15,1379.2,1342.83,89260,1198.61,8743,29171,32.68
ACCURACY,EQ,2021-07-28,87.7,86.7,92.3,86.7,91.75,91.25,89.74,51017,45.78,295,33600,65.86
ACE,EQ,2021-07-28,261.6,262.0,262.55,245.75,253.8,253.45,253.08,961129,2432.42,19099,318846,33.17
ACRYSIL,EQ,2021-07-28,583.6,586.85,641.95,574.7,641.95,639.35,629.25,497423,3130.04,11927,228615,45.96
ADANIENT,EQ,2021-07-28,1396.75,1406.85,1424.8,1378.6,1396.05,1399.9,1402.87,3188606,44731.9,67514,276252,8.66
ADANIPORTS,EQ,2021-07-28,663.2,668.4,676.75,654.2,664.5,665.4,664.89,11132158,74016.84,154114,1602488,14.40
ADFFOODS,EQ,2021-07-28,958.4,971.0,984.5,960.0,961.2,964.85,973.63,153388,1493.43,9344,63100,41.14
ADORWELD,EQ,2021-07-28,722.05,726.0,728.0,694.5,700.0,699.7,703.6,21218,149.29,2615,12976,61.16
ADSL,EQ,2021-07-28,70.95,73.25,73.25,67.45,69.5,69.2,69.63,627068,436.63,5286,280773,44.78
ADVANIHOTR,EQ,2021-07-28,72.45,72.0,74.95,70.85,73.2,72.75,73.24,47589,34.86,938,25286,53.13
ADVENZYMES,EQ,2021-07-28,403.25,405.9,405.9,397.5,399.0,399.55,400.32,131936,528.17,5117,65032,49.29
AEGISCHEM,EQ,2021-07-28,310.4,312.8,313.8,301.75,306.0,305.7,307.56,669668,2059.65,8317,480836,71.80
AGARIND,EQ,2021-07-28,353.9,358.9,358.9,340.05,349.0,347.8,345.68,38136,131.83,1302,25235,66.17
AGRITECH,EQ,2021-07-28,44.85,46.5,46.5,44.1,44.6,44.75,44.77,12470,5.58,226,7394,59.29
AGROPHOS,EQ,2021-07-28,15.2,14.55,15.45,14.55,15.25,15.3,15.14,45782,6.93,296,27917,60.98
AHLADA,EQ,2021-07-28,195.2,195.6,203.0,193.5,201.0,200.2,197.99,36954,73.17,853,25588,69.24
AHLEAST,EQ,2021-07-28,199.4,199.55,204.35,192.9,200.0,199.9,196.21,13654,26.79,1275,8514,62.36
AHLUCONT,EQ,2021-07-28,383.0,379.0,385.25,373.05,378.9,376.55,378.54,10511,39.79,1004,6175,58.75
AHLWEST,EQ,2021-07-28,286.05,285.0,286.0,275.65,285.5,285.35,281.29,13105,36.86,856,8172,62.36
AIAENG,EQ,2021-07-28,2006.95,2020.0,2022.45,1963.05,1989.0,1984.75,1982.56,7864,155.91,1644,3918,49.82
AJANTPHARM,EQ,2021-07-28,2248.7,2263.0,2365.0,2218.55,2330.0,2331.9,2307.91,272514,6289.38,19417,68442,25.12
AJOONI,EQ,2021-07-28,54.25,54.5,56.95,53.15,55.6,55.7,54.33,147758,80.28,349,133631,90.44
AKASH,EQ,2021-07-28,203.15,205.0,209.6,199.65,200.7,200.55,201.43,46729,94.13,298,44405,95.03
AKG,EQ,2021-07-28,26.65,26.75,26.75,25.55,25.9,25.9,25.92,1512,0.39,48,1214,80.29
AKSHARCHEM,EQ,2021-07-28,454.75,458.4,458.45,436.85,442.0,444.3,446.21,30329,135.33,2520,13490,44.48
AKZOINDIA,EQ,2021-07-28,2265.0,2268.7,2270.1,2240.0,2260.0,2255.15,2253.06,4613,103.93,1031,2574,55.80
ALANKIT,EQ,2021-07-28,19.8,20.7,20.9,18.4,18.5,18.85,19.31,7485626,1445.74,10462,2374568,31.72
ALBERTDAVD,EQ,2021-07-28,563.85,566.9,566.9,542.0,546.9,544.7,551.71,39096,215.7,2889,20574,52.62
ALEMBICLTD,EQ,2021-07-28,124.3,124.4,126.3,122.5,126.0,125.85,124.45,608750,757.58,6933,263984,43.36
ALICON,EQ,2021-07-28,825.1,832.9,833.05,780.1,804.1,815.75,803.17,22368,179.65,2375,9987,44.65
ALKALI,EQ,2021-07-28,89.35,89.35,92.5,85.8,86.0,87.05,88.78,50726,45.04,1896,33690,66.42
ALKEM,EQ,2021-07-28,3384.05,3412.65,3434.55,3364.0,3369.35,3370.7,3390.57,181960,6169.47,15641,92046,50.59
ALKYLAMINE,EQ,2021-07-28,4622.65,4649.0,4656.8,4140.0,4520.0,4511.35,4393.44,434935,19108.62,64174,87209,20.05
ALLCARGO,EQ,2021-07-28,192.15,193.0,193.3,183.05,188.4,189.35,186.55,2666530,4974.54,25658,1446888,54.26
ALLSEC,EQ,2021-07-28,445.85,446.0,446.55,432.2,433.5,438.95,439.23,14745,64.76,1209,7057,47.86
ALMONDZ,EQ,2021-07-28,62.05,64.25,64.25,60.3,62.85,62.45,62.19,15287,9.51,336,12871,84.20
ALOKINDS,EQ,2021-07-28,24.95,25.05,25.65,24.0,25.5,25.4,24.88,11953507,2973.74,19767,4322287,36.16
ALPA,EQ,2021-07-28,49.3,50.15,50.15,48.55,48.9,48.95,49.08,27053,13.28,433,17468,64.57
ALPHAGEO,EQ,2021-07-28,314.6,311.0,316.0,308.0,308.0,309.25,310.51,22458,69.73,1480,9987,44.47
AMARAJABAT,EQ,2021-07-28,718.3,719.9,722.1,708.7,714.0,713.4,712.94,534342,3809.56,19386,193033,36.13
AMBER,EQ,2021-07-28,3019.8,3013.0,3016.6,2954.5,2999.7,2997.5,2990.47,48426,1448.16,8265,27729,57.26
AMBICAAGAR,EQ,2021-07-28,19.5,19.9,19.9,18.6,18.65,18.7,18.91,34922,6.6,190,26586,76.13
AMBIKCO,EQ,2021-07-28,1475.25,1494.9,1514.9,1430.0,1479.0,1478.2,1480.95,111767,1655.22,10952,41471,37.10
AMBUJACEM,EQ,2021-07-28,408.8,410.45,411.7,402.95,409.25,409.4,407.83,3242782,13224.94,40864,1064786,32.84
AMDIND,EQ,2021-07-28,30.45,31.45,31.45,30.45,31.0,30.55,30.83,26486,8.17,245,17517,66.14
AMJLAND,EQ,2021-07-28,33.1,33.05,35.75,32.6,35.1,35.05,34.84,281664,98.13,1832,162284,57.62
AMRUTANJAN,EQ,2021-07-28,662.3,667.9,669.25,652.55,665.45,662.15,661.9,37138,245.82,4743,14908,40.14
ANDHRAPAP,EQ,2021-07-28,249.0,253.5,264.0,240.9,261.15,259.05,254.72,160388,408.53,3823,64610,40.28
ANDHRSUGAR,EQ,2021-07-28,563.75,567.95,574.0,540.65,554.9,553.6,558.63,106794,596.59,4462,45760,42.85
ANGELBRKG,EQ,2021-07-28,1204.0,1214.05,1245.0,1174.4,1214.45,1215.6,1209.79,512183,6196.35,26618,209208,40.85
ANIKINDS,EQ,2021-07-28,22.5,22.5,22.5,21.55,21.85,21.95,21.86,51264,11.21,234,34627,67.55
ANMOL,EQ,2021-07-28,166.25,167.25,169.9,162.0,169.8,169.1,164.68,21959,36.16,153,1269,5.78
ANSALAPI,EQ,2021-07-28,9.1,9.15,9.4,8.7,9.4,9.25,8.99,307421,27.64,541,162452,52.84
ANSALHSG,EQ,2021-07-28,8.8,8.8,9.0,8.4,9.0,8.8,8.56,402789,34.46,561,268665,66.70
ANUP,EQ,2021-07-28,931.85,931.0,1067.0,925.0,1044.0,1043.0,1015.99,511519,5197.01,35900,176067,34.42
ANURAS,EQ,2021-07-28,730.85,734.9,734.9,705.35,719.85,717.7,716.78,141603,1014.98,7919,82999,58.61
APARINDS,EQ,2021-07-28,660.4,675.05,723.0,663.0,678.1,679.7,692.57,1979300,13708.05,67136,235645,11.91
APCL,EQ,2021-07-28,504.35,512.0,512.0,478.05,489.0,484.1,486.93,115282,561.34,5293,66275,57.49
APCOTEXIND,EQ,2021-07-28,346.7,351.25,358.0,308.15,343.25,342.5,344.68,621551,2142.33,22504,188928,30.40
APEX,EQ,2021-07-28,368.0,370.75,387.75,366.45,384.95,384.45,380.35,328749,1250.39,11359,105996,32.24
APLAPOLLO,EQ,2021-07-28,1750.6,1782.0,1849.85,1713.0,1789.9,1790.85,1780.61,679857,12105.63,44803,362044,53.25
APLLTD,EQ,2021-07-28,807.95,807.95,819.0,792.0,793.05,795.8,798.69,1711901,13672.84,37912,891131,52.06
APOLLO,EQ,2021-07-28,114.8,115.0,117.25,112.8,114.0,114.05,114.33,134967,154.31,3074,67189,49.78
APOLLOHOSP,EQ,2021-07-28,4078.25,4100.0,4100.0,3985.5,4049.0,4028.4,4023.17,455244,18315.25,33118,173326,38.07
APOLLOPIPE,EQ,2021-07-28,1164.6,1180.0,1209.0,1167.65,1202.65,1200.8,1192.63,129658,1546.34,8320,68583,52.90
APOLLOTYRE,EQ,2021-07-28,221.75,222.5,224.2,220.0,220.95,220.9,222.35,3634879,8081.99,23694,1645612,45.27
APOLSINHOT,EQ,2021-07-28,769.8,770.1,779.05,730.3,730.3,740.05,751.62,2257,16.96,265,1558,69.03
APTECHT,EQ,2021-07-28,264.75,266.0,284.0,262.6,277.95,280.3,276.32,2199418,6077.41,49325,499394,22.71
ARENTERP,EQ,2021-07-28,18.75,19.5,19.5,17.85,17.85,17.85,17.98,1846,0.33,29,1580,85.59
ARIES,EQ,2021-07-28,171.8,171.8,178.0,165.25,169.65,167.4,169.97,118192,200.89,2987,60549,51.23
ARIHANT,EQ,2021-07-28,26.35,27.3,27.3,25.45,25.5,26.3,26.41,10231,2.7,147,2535,24.78
ARIHANTCAP,EQ,2021-07-28,174.4,178.0,181.8,168.0,175.5,177.05,177.4,490887,870.84,8712,199249,40.59
ARIHANTSUP,EQ,2021-07-28,92.0,91.9,92.0,90.5,91.95,91.8,91.35,76745,70.11,438,21401,27.89
ARMANFIN,EQ,2021-07-28,722.85,722.85,741.9,707.25,732.45,730.3,725.13,14160,102.68,1512,6450,45.55
AROGRANITE,EQ,2021-07-28,72.65,73.2,73.75,71.2,73.2,73.1,72.64,171451,124.54,2242,104352,60.86
ARROWGREEN,EQ,2021-07-28,151.05,152.25,155.0,143.55,143.55,144.8,147.88,14000,20.7,447,8623,61.59
ARSHIYA,EQ,2021-07-28,30.2,30.45,30.45,29.25,29.85,29.85,29.69,78008,23.16,271,67860,86.99
ARSSINFRA,EQ,2021-07-28,31.8,31.7,31.8,31.0,31.05,31.25,31.3,11979,3.75,175,8748,73.03
ARTEMISMED,EQ,2021-07-28,371.95,377.0,378.95,364.0,375.0,374.9,371.21,10558,39.19,612,3590,34.00
