SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-16,64.55,65.0,69.45,63.6,65.0,65.15,66.83,824427,550.98,7470,402530,48.83
21STCENMGM,EQ,2021-07-16,23.7,23.25,24.15,23.25,23.25,23.25,23.57,4553,1.07,77,3255,71.49
3MINDIA,EQ,2021-07-16,24310.9,24311.0,24899.0,24135.3,24700.0,24733.65,24614.09,2768,681.32,1480,1589,57.41
3PLAND,EQ,2021-07-16,15.45,15.45,16.2,14.7,16.2,16.2,15.34,67766,10.4,399,43318,63.92
5PAISA,EQ,2021-07-16,525.95,519.0,552.2,500.25,552.2,552.2,531.33,394164,2094.3,14917,108046,27.41
AAKASH,EQ,2021-07-16,225.9,225.0,231.0,215.7,226.0,224.35,221.24,197187,436.25,1606,67568,34.27
AARTIDRUGS,EQ,2021-07-16,717.1,725.0,735.0,722.45,730.0,730.65,728.93,446472,3254.47,15781,163926,36.72
AARTIIND,EQ,2021-07-16,854.45,854.9,860.8,853.0,857.8,856.95,855.6,378124,3235.23,15676,227083,60.06
AARTISURF,EQ,2021-07-16,1386.8,1387.0,1400.0,1380.5,1383.8,1384.75,1389.97,7124,99.02,1681,4295,60.29
AARVI,EQ,2021-07-16,71.0,71.2,72.0,70.25,70.5,70.6,70.94,54047,38.34,822,44057,81.52
AAVAS,EQ,2021-07-16,2863.5,2884.5,2918.5,2855.55,2874.0,2867.45,2886.92,15051,434.51,3847,5744,38.16
ABB,EQ,2021-07-16,1779.05,1779.0,1784.0,1751.45,1761.0,1763.2,1770.61,107459,1902.68,6327,77893,72.49
ABBOTINDIA,EQ,2021-07-16,17336.45,17399.0,17649.0,17250.5,17450.0,17484.45,17439.97,24326,4242.45,5163,15625,64.23
ABCAPITAL,EQ,2021-07-16,119.05,118.95,127.7,118.7,125.05,124.6,125.11,17229073,21555.8,83824,4723162,27.41
ABFRL,EQ,2021-07-16,223.95,225.1,227.85,222.2,222.8,223.55,224.52,2224506,4994.43,19850,466170,20.96
ABMINTLTD,EQ,2021-07-16,85.3,89.55,89.55,89.55,89.55,89.55,89.55,2291,2.05,48,2290,99.96
ABSLBANETF,EQ,2021-07-16,357.13,350.0,357.0,350.0,355.3,355.3,356.51,888,3.17,16,848,95.50
ABSLNN50ET,EQ,2021-07-16,396.0,399.6,399.6,394.45,397.55,397.55,394.68,386,1.52,15,350,90.67
ACC,EQ,2021-07-16,2112.45,2122.45,2135.0,2112.0,2133.0,2129.35,2124.09,425910,9046.72,28235,108342,25.44
ACCELYA,EQ,2021-07-16,1459.35,1459.9,1488.4,1419.0,1438.0,1435.05,1449.69,76984,1116.03,5101,29346,38.12
ACCURACY,EQ,2021-07-16,90.8,93.8,93.8,87.4,88.0,88.8,90.87,15314,13.92,299,8986,58.68
ACE,EQ,2021-07-16,228.65,230.4,236.9,228.1,231.75,231.45,232.67,805458,1874.08,13669,240473,29.86
ACRYSIL,EQ,2021-07-16,611.45,615.0,618.0,605.55,610.0,612.15,611.79,34884,213.42,2845,20645,59.18
ADANIENT,EQ,2021-07-16,1407.95,1409.0,1415.0,1388.25,1395.1,1395.5,1399.16,2134914,29870.82,40532,272668,12.77
ADANIPORTS,EQ,2021-07-16,699.1,699.7,702.9,685.25,689.0,687.6,692.02,6941246,48034.94,181696,2634017,37.95
ADFFOODS,EQ,2021-07-16,863.35,863.4,882.0,859.35,870.85,875.2,873.7,26783,234.0,3433,11124,41.53
ADORWELD,EQ,2021-07-16,745.9,751.9,880.2,750.0,750.0,753.3,778.87,49554,385.96,2616,26550,53.58
ADSL,EQ,2021-07-16,68.55,69.4,71.45,67.15,67.4,67.9,69.7,290420,202.43,2347,154593,53.23
ADVANIHOTR,EQ,2021-07-16,66.45,67.85,73.05,66.4,71.1,71.95,71.59,270682,193.79,2330,109516,40.46
ADVENZYMES,EQ,2021-07-16,412.65,414.2,419.0,410.25,414.5,414.0,415.12,214042,888.53,7215,83366,38.95
AEGISCHEM,EQ,2021-07-16,334.6,338.5,341.6,319.0,321.8,320.6,323.17,3210211,10374.46,28320,1914428,59.64
AGARIND,EQ,2021-07-16,357.2,362.5,365.0,352.4,352.4,355.55,359.63,33785,121.5,1223,25208,74.61
AGRITECH,EQ,2021-07-16,45.3,44.6,45.85,44.6,45.2,45.15,45.11,13268,5.99,125,9951,75.00
AGROPHOS,EQ,2021-07-16,16.0,16.1,16.2,15.2,15.55,15.4,15.54,114102,17.73,527,90200,79.05
AHLADA,EQ,2021-07-16,208.3,213.45,214.8,208.05,210.0,209.0,209.85,103246,216.66,1234,93759,90.81
AHLEAST,EQ,2021-07-16,178.4,180.05,181.1,174.0,174.0,175.35,177.15,5676,10.06,305,3290,57.96
AHLUCONT,EQ,2021-07-16,400.0,398.8,404.8,392.0,401.9,400.85,399.27,29641,118.35,3521,18924,63.84
AHLWEST,EQ,2021-07-16,243.0,234.0,249.55,234.0,242.3,241.55,242.56,4354,10.56,366,1551,35.62
AIAENG,EQ,2021-07-16,2024.85,2029.9,2083.45,2016.3,2041.95,2046.7,2044.53,24801,507.06,4670,9882,39.85
AJANTPHARM,EQ,2021-07-16,2173.0,2175.0,2195.0,2142.95,2158.0,2155.25,2163.68,52480,1135.5,6619,22394,42.67
AJMERA,EQ,2021-07-16,317.05,319.9,323.35,304.35,310.0,309.0,313.21,311019,974.13,6949,117952,37.92
AKASH,EQ,2021-07-16,228.4,232.85,232.85,226.25,229.95,228.2,229.17,6433,14.74,323,1937,30.11
AKG,EQ,2021-07-16,26.7,26.15,27.25,26.1,26.4,26.6,26.76,29005,7.76,144,25969,89.53
AKSHARCHEM,EQ,2021-07-16,455.8,455.8,459.3,440.0,441.0,440.95,444.2,64743,287.59,4022,32479,50.17
AKZOINDIA,EQ,2021-07-16,2289.85,2300.0,2303.25,2278.0,2280.8,2281.55,2289.88,4162,95.3,753,3137,75.37
ALANKIT,EQ,2021-07-16,18.8,18.85,22.55,18.65,21.65,21.75,21.66,5544505,1200.96,15505,1561423,28.16
ALBERTDAVD,EQ,2021-07-16,543.4,540.2,559.0,538.0,542.25,540.8,546.19,37383,204.18,3378,19609,52.45
ALEMBICLTD,EQ,2021-07-16,131.3,132.5,137.6,132.0,134.25,134.5,135.64,2409418,3268.22,18434,781358,32.43
ALICON,EQ,2021-07-16,786.35,786.0,810.15,775.6,803.0,800.75,794.29,27746,220.38,2985,14178,51.10
