SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ABMINTLTD,EQ,2021-07-26,108.75,114.15,114.15,103.35,103.35,103.35,106.14,10795,11.46,198,9169,84.94
ABSLBANETF,EQ,2021-07-26,347.91,347.6,348.87,346.93,347.42,347.44,347.25,291,1.01,24,243,83.51
ABSLNN50ET,EQ,2021-07-26,398.0,399.0,405.9,394.82,397.8,397.2,400.79,609,2.44,24,549,90.15
ACC,EQ,2021-07-26,2337.55,2337.3,2374.8,2308.1,2370.05,2369.2,2352.62,695393,16359.96,44997,217092,31.22
ACCELYA,EQ,2021-07-26,1405.95,1405.95,1447.9,1385.95,1400.0,1398.65,1419.42,61241,869.27,5791,25460,41.57
ACCURACY,EQ,2021-07-26,91.8,91.8,92.4,89.45,92.0,91.8,91.35,9741,8.9,209,7063,72.51
ACE,EQ,2021-07-26,246.1,247.95,268.25,247.55,265.0,263.7,260.68,3703867,9655.3,65412,891218,24.06
ACRYSIL,EQ,2021-07-26,602.2,605.1,605.1,585.0,590.0,589.8,592.27,36714,217.45,1979,23192,63.17
ADANIENT,EQ,2021-07-26,1401.65,1399.8,1416.8,1392.0,1405.55,1403.9,1405.65,2054318,28876.58,46181,190932,9.29
ADANIPORTS,EQ,2021-07-26,680.05,680.0,690.95,674.45,682.25,682.8,684.03,5339116,36520.91,84888,782777,14.66
ADFFOODS,EQ,2021-07-26,889.25,881.0,939.9,874.05,936.45,932.55,921.07,132547,1220.85,8224,76556,57.76
ADORWELD,EQ,2021-07-26,737.7,718.0,741.5,718.0,736.0,737.1,733.58,13676,100.32,1200,8915,65.19
ADSL,EQ,2021-07-26,64.4,65.65,67.6,64.85,67.6,67.6,66.58,297117,197.81,1717,197205,66.37
ADVANIHOTR,EQ,2021-07-26,69.25,71.7,71.7,68.0,71.4,70.7,69.69,32986,22.99,737,20817,63.11
ADVENZYMES,EQ,2021-07-26,398.85,403.95,409.7,400.5,409.05,408.2,407.33,243558,992.08,8618,114453,46.99
AEGISCHEM,EQ,2021-07-26,321.3,321.2,323.0,315.0,317.15,316.3,318.43,371014,1181.42,8349,183879,49.56
AGARIND,EQ,2021-07-26,347.3,356.95,356.95,336.45,347.9,347.8,344.81,30913,106.59,1013,20100,65.02
AGRITECH,EQ,2021-07-26,44.6,45.0,45.45,43.6,44.5,44.75,44.89,15903,7.14,359,6496,40.85
AGROPHOS,EQ,2021-07-26,16.05,16.8,16.8,15.45,15.8,15.65,15.81,61580,9.74,404,35254,57.25
AHLADA,EQ,2021-07-26,193.95,194.6,203.05,194.6,200.4,200.2,198.16,63332,125.5,1437,46940,74.12
AHLEAST,EQ,2021-07-26,208.25,223.0,223.0,196.05,200.1,200.5,207.18,173336,359.12,7286,86288,49.78
AHLUCONT,EQ,2021-07-26,385.45,389.7,394.65,385.45,387.0,386.4,389.5,10192,39.7,1587,5598,54.93
AHLWEST,EQ,2021-07-26,270.45,270.45,289.9,267.75,287.0,285.45,279.44,31523,88.09,2191,19508,61.88
AIAENG,EQ,2021-07-26,2023.55,2010.0,2039.0,1986.05,1995.1,2001.65,2008.87,13727,275.76,3226,8477,61.75
AJANTPHARM,EQ,2021-07-26,2166.3,2166.3,2242.95,2147.65,2216.0,2216.55,2215.24,124521,2758.45,12270,35546,28.55
AJOONI,EQ,2021-07-26,54.95,57.65,57.65,53.4,54.0,54.1,55.93,37586,21.02,426,27032,71.92
AKASH,EQ,2021-07-26,213.65,218.4,218.4,208.15,208.2,208.9,214.1,38143,81.66,850,29762,78.03
AKG,EQ,2021-07-26,24.95,24.2,26.15,24.2,26.1,26.05,25.61,6252,1.6,92,5671,90.71
AKSHARCHEM,EQ,2021-07-26,438.45,430.35,455.0,430.35,449.0,444.5,443.58,42363,187.91,2938,15722,37.11
AKZOINDIA,EQ,2021-07-26,2288.85,2288.85,2298.0,2257.0,2270.0,2265.45,2282.0,8112,185.12,1600,5217,64.31
ALANKIT,EQ,2021-07-26,20.7,20.5,21.1,19.85,20.6,20.55,20.57,4201765,864.51,7165,1785560,42.50
ALBERTDAVD,EQ,2021-07-26,573.7,573.7,574.85,559.75,560.0,561.85,566.04,28345,160.44,2447,14531,51.26
ALEMBICLTD,EQ,2021-07-26,129.9,130.4,131.8,128.9,129.75,129.2,130.4,468805,611.31,7199,167353,35.70
ALICON,EQ,2021-07-26,820.45,827.95,848.0,813.0,816.55,816.85,832.47,31446,261.78,2396,18765,59.67
ALKALI,EQ,2021-07-26,86.35,86.55,94.75,83.55,92.5,92.25,92.22,265522,244.87,6866,123719,46.59
ALKEM,EQ,2021-07-26,3394.7,3395.0,3464.0,3390.45,3422.0,3427.4,3430.0,131243,4501.63,10814,38427,29.28
ALKYLAMINE,EQ,2021-07-26,4024.6,4099.75,4492.95,4075.0,4416.0,4407.0,4365.72,664768,29021.92,80531,149251,22.45
ALLCARGO,EQ,2021-07-26,178.75,180.0,193.0,180.0,187.7,188.1,186.87,5229920,9773.09,46232,2008822,38.41
ALLSEC,EQ,2021-07-26,449.45,452.5,455.15,439.3,442.0,441.3,446.87,26735,119.47,1994,13171,49.27
ALMONDZ,EQ,2021-07-26,61.1,64.0,64.0,60.15,62.05,61.45,61.97,11433,7.08,291,7807,68.28
ALOKINDS,EQ,2021-07-26,25.5,25.6,25.6,24.5,24.7,24.7,24.86,10880465,2704.92,23968,6037500,55.49
ALPA,EQ,2021-07-26,50.15,50.9,51.0,49.05,50.05,49.8,50.02,51307,25.66,552,37790,73.65
ALPHAGEO,EQ,2021-07-26,311.25,312.5,316.05,308.5,309.0,310.4,312.09,19073,59.53,1234,11963,62.72
AMARAJABAT,EQ,2021-07-26,723.25,723.25,730.0,720.0,723.9,724.2,726.66,480189,3489.36,15356,161310,33.59
AMBER,EQ,2021-07-26,3012.1,3012.0,3026.55,2989.15,3020.0,3020.05,3013.24,35771,1077.87,6763,18742,52.39
AMBICAAGAR,EQ,2021-07-26,19.2,19.5,19.5,18.8,19.2,19.15,19.04,28101,5.35,211,17599,62.63
AMBIKCO,EQ,2021-07-26,1403.85,1400.0,1427.0,1380.0,1399.0,1388.55,1403.98,24823,348.51,3184,12298,49.54
AMBUJACEM,EQ,2021-07-26,402.3,402.5,409.5,390.95,408.05,408.1,402.23,8586195,34536.64,104742,2373412,27.64
AMDIND,EQ,2021-07-26,31.1,31.9,32.15,30.25,31.8,31.75,31.77,42704,13.57,415,30141,70.58
AMJLAND,EQ,2021-07-26,33.35,33.9,33.9,32.75,33.1,33.25,33.25,72641,24.15,700,34798,47.90
AMRUTANJAN,EQ,2021-07-26,687.55,676.4,685.95,662.35,671.5,670.25,668.04,140859,940.99,11190,64012,45.44
ANDHRAPAP,EQ,2021-07-26,244.0,243.1,250.25,243.1,247.05,248.2,247.74,34478,85.42,1920,14060,40.78
ANDHRSUGAR,EQ,2021-07-26,540.35,540.35,564.0,537.8,547.3,546.3,553.16,130246,720.47,6433,50394,38.69
ANGELBRKG,EQ,2021-07-26,1305.8,1290.0,1298.9,1204.0,1222.0,1229.6,1241.51,621432,7715.13,39621,281798,45.35
ANIKINDS,EQ,2021-07-26,23.55,22.95,24.25,22.5,22.5,22.8,23.0,40806,9.38,184,31831,78.01
ANMOL,EQ,2021-07-26,169.4,170.05,170.05,162.6,164.0,164.65,165.94,25931,43.03,242,2154,8.31
ANSALAPI,EQ,2021-07-26,8.85,8.55,9.25,8.55,8.55,8.7,8.92,286054,25.5,716,137991,48.24
ANSALHSG,EQ,2021-07-26,8.5,8.45,8.7,8.1,8.35,8.4,8.37,422162,35.32,720,216203,51.21
ANUP,EQ,2021-07-26,969.15,970.0,982.95,952.15,962.9,961.4,967.64,72917,705.58,6601,30450,41.76
ANURAS,EQ,2021-07-26,766.3,769.9,771.8,744.1,753.0,752.3,756.99,66411,502.73,3376,40716,61.31
APARINDS,EQ,2021-07-26,612.8,616.4,639.4,600.6,608.35,610.15,625.71,517271,3236.64,25556,142387,27.53
APCL,EQ,2021-07-26,462.1,470.1,521.0,470.1,513.0,509.5,503.19,290512,1461.82,13609,103663,35.68
APCOTEXIND,EQ,2021-07-26,327.55,330.0,354.15,330.0,345.0,342.95,343.5,381219,1309.48,13742,176707,46.35
APEX,EQ,2021-07-26,371.2,371.0,377.8,368.0,373.0,374.9,373.04,127811,476.78,3970,49279,38.56
APLAPOLLO,EQ,2021-07-26,1622.5,1622.1,1624.95,1589.0,1608.0,1609.65,1600.12,165432,2647.11,6299,112035,67.72
APLLTD,EQ,2021-07-26,946.0,950.0,950.0,901.15,907.5,909.8,922.02,767991,7081.07,28347,226072,29.44
APOLLO,EQ,2021-07-26,117.35,116.85,118.8,115.35,116.15,116.05,116.9,107295,125.43,2930,58185,54.23
APOLLOHOSP,EQ,2021-07-26,3918.9,3937.0,4158.8,3930.0,4105.0,4100.35,4083.91,1982531,80964.74,116423,417890,21.08
APOLLOPIPE,EQ,2021-07-26,1160.6,1170.0,1221.0,1151.0,1202.0,1198.5,1187.17,499652,5931.72,31725,218422,43.71
APOLLOTYRE,EQ,2021-07-26,226.8,226.0,226.1,221.7,222.5,222.25,222.74,2936002,6539.53,27652,1329248,45.27
APOLSINHOT,EQ,2021-07-26,775.1,793.4,793.4,774.55,776.3,780.9,781.96,1335,10.44,272,505,37.83
APTECHT,EQ,2021-07-26,260.75,263.85,274.85,261.5,271.05,270.9,270.05,1611720,4352.46,30291,550292,34.14
ARENTERP,EQ,2021-07-26,17.05,17.05,17.9,16.3,17.9,17.9,17.57,3770,0.66,51,2838,75.28
ARIES,EQ,2021-07-26,175.1,175.4,180.8,173.05,174.5,174.45,177.13,134733,238.66,2921,60520,44.92
ARIHANT,EQ,2021-07-26,25.8,26.35,26.85,24.6,25.7,26.0,26.07,11510,3.0,206,2571,22.34
ARIHANTCAP,EQ,2021-07-26,164.55,169.35,169.35,162.1,162.15,163.05,164.77,41086,67.7,1431,23697,57.68
ARIHANTSUP,EQ,2021-07-26,92.0,94.75,94.75,91.5,91.75,91.9,92.16,136557,125.85,1161,81553,59.72
ARMANFIN,EQ,2021-07-26,678.5,678.5,795.0,678.5,750.0,730.35,758.53,177863,1349.14,13130,39414,22.16
AROGRANITE,EQ,2021-07-26,67.5,67.5,70.85,66.8,68.1,67.75,68.86,169899,116.99,2265,50676,29.83
ARROWGREEN,EQ,2021-07-26,150.75,148.55,154.05,148.55,151.05,151.4,151.59,6285,9.53,200,4844,77.07
ARSHIYA,EQ,2021-07-26,30.2,30.8,31.0,29.7,30.2,30.8,30.52,173132,52.84,535,137003,79.13
ARSSINFRA,EQ,2021-07-26,32.9,31.8,32.2,31.35,31.8,31.9,32.0,64765,20.73,224,54761,84.55
ARTEMISMED,EQ,2021-07-26,358.95,368.0,376.85,351.25,373.0,376.5,373.02,23551,87.85,470,17936,76.16
ARVIND,EQ,2021-07-26,104.85,104.0,105.65,100.5,102.0,102.1,102.51,2125848,2179.11,15245,1006337,47.34
ARVINDFASN,EQ,2021-07-26,197.15,198.7,224.9,197.1,214.0,214.2,214.66,5297296,11371.32,76447,1186194,22.39
ARVSMART,EQ,2021-07-26,133.95,134.0,140.0,128.9,135.3,136.7,137.13,480201,658.52,7010,195893,40.79
ASAHIINDIA,EQ,2021-07-26,363.35,366.0,366.2,361.0,361.0,361.65,364.37,58987,214.93,9790,20560,34.86
ASAHISONG,EQ,2021-07-26,363.65,363.65,377.5,358.4,370.45,373.25,370.0,52277,193.43,2897,28066,53.69
ASALCBR,EQ,2021-07-26,468.55,468.55,474.75,461.35,469.0,465.45,468.96,34865,163.5,2748,16296,46.74
ASHIANA,EQ,2021-07-26,161.45,161.95,170.05,161.4,164.95,165.2,166.63,434413,723.86,7671,174439,40.16
ASHIMASYN,EQ,2021-07-26,19.8,20.2,20.5,18.85,20.25,20.0,20.06,102368,20.53,461,76594,74.82
ASHOKA,EQ,2021-07-26,104.4,104.4,104.4,102.15,103.25,102.65,103.16,992280,1023.68,7478,408861,41.20
ASHOKLEY,EQ,2021-07-26,124.3,124.45,124.45,121.4,122.0,121.85,122.79,7011161,8608.93,38131,2819707,40.22
ASIANHOTNR,EQ,2021-07-26,89.75,91.1,96.0,88.95,91.45,92.35,93.49,116849,109.24,3010,66414,56.84
ASIANPAINT,EQ,2021-07-26,3083.75,3079.95,3119.0,3051.2,3059.55,3061.2,3081.27,1136884,35030.41,69760,591409,52.02
ASIANTILES,EQ,2021-07-26,179.0,178.8,179.0,175.5,176.75,176.45,177.79,254891,453.18,4840,155179,60.88
ASPINWALL,EQ,2021-07-26,243.35,250.0,268.3,245.0,252.0,250.4,259.15,300112,777.74,11632,102405,34.12
ASTEC,EQ,2021-07-26,1384.5,1364.5,1460.0,1364.5,1448.0,1446.85,1433.61,61474,881.3,5024,29922,48.67
ASTERDM,EQ,2021-07-26,159.8,161.6,162.5,159.2,160.25,160.15,161.16,403082,649.61,5080,172511,42.80
ASTRAL,EQ,2021-07-26,2012.45,2020.0,2119.4,2013.8,2054.65,2051.6,2071.43,448564,9291.7,37029,200850,44.78
ASTRAMICRO,EQ,2021-07-26,172.2,170.5,178.7,169.35,174.3,174.5,174.05,875256,1523.35,10020,284218,32.47
ASTRAZEN,EQ,2021-07-26,3498.05,3515.0,3519.2,3464.0,3465.0,3473.4,3487.79,9067,316.24,2087,4760,52.50
ASTRON,EQ,2021-07-26,66.1,65.6,66.9,63.9,64.25,64.2,65.32,674822,440.77,12106,105321,15.61
ATFL,EQ,2021-07-26,1009.15,1013.95,1030.15,984.35,987.0,994.1,996.15,35592,354.55,3626,13049,36.66
ATUL,EQ,2021-07-26,9254.35,9327.0,9349.8,9063.45,9085.0,9079.35,9109.77,44989,4098.39,7864,36207,80.48
ATULAUTO,EQ,2021-07-26,211.6,210.0,216.9,208.75,214.8,212.9,214.21,139878,299.64,3778,63254,45.22
AUBANK,EQ,2021-07-26,1165.75,1174.0,1191.0,1157.8,1179.0,1179.5,1177.99,1219279,14363.04,32303,335506,27.52
AURIONPRO,EQ,2021-07-26,206.15,229.0,238.0,220.0,226.05,226.25,228.62,866591,1981.22,18954,427603,49.34
AUROPHARMA,EQ,2021-07-26,963.7,968.45,968.45,951.5,952.4,952.8,957.74,753421,7215.79,22113,365423,48.50
AUTOAXLES,EQ,2021-07-26,1371.45,1382.0,1454.4,1380.0,1400.0,1405.35,1423.33,69638,991.18,7535,26394,37.90
AUTOIND,EQ,2021-07-26,54.2,56.0,56.9,55.35,56.9,56.9,56.8,67193,38.16,565,48439,72.09
AVADHSUGAR,EQ,2021-07-26,485.5,489.0,499.9,477.25,480.9,479.95,489.64,127327,623.44,5439,44428,34.89
AVANTIFEED,EQ,2021-07-26,627.8,625.5,651.0,625.5,636.9,637.5,643.21,892347,5739.64,22995,191281,21.44
AVTNPL,EQ,2021-07-26,78.55,79.45,81.3,78.5,79.5,78.75,79.74,369177,294.39,5260,132653,35.93
AWHCL,EQ,2021-07-26,339.95,340.7,345.0,335.2,339.1,337.35,339.99,81336,276.53,4560,40494,49.79
AXISBANK,EQ,2021-07-26,755.4,754.0,760.0,745.0,754.95,756.3,753.86,7890992,59486.86,133496,2846467,36.07
AXISBNKETF,EQ,2021-07-26,349.9,347.57,349.39,346.7,348.9,348.9,348.61,261,0.91,16,247,94.64
AXISBPSETF,EQ,2021-07-26,10.16,10.16,10.17,10.16,10.16,10.16,10.17,53002,5.39,98,52802,99.62
AXISCADES,EQ,2021-07-26,99.7,99.0,101.9,95.75,97.45,97.2,98.29,124335,122.21,2301,85154,68.49
AXISGOLD,EQ,2021-07-26,41.31,41.31,41.55,41.2,41.4,41.36,41.39,114347,47.33,5372,98988,86.57
AXISHCETF,EQ,2021-07-26,88.88,89.6,89.6,88.25,89.49,89.48,89.16,11696,10.43,249,10491,89.70
AXISNIFTY,EQ,2021-07-26,165.21,165.27,166.2,165.0,165.0,165.31,165.75,2958,4.9,120,2437,82.39
AXISTECETF,EQ,2021-07-26,291.32,294.0,298.0,291.25,296.0,296.0,295.47,866,2.56,45,846,97.69
AYMSYNTEX,EQ,2021-07-26,76.9,78.25,78.6,73.8,75.0,74.55,75.48,35789,27.01,1031,21986,61.43
BAFNAPH,EQ,2021-07-26,155.9,156.0,162.35,156.0,156.5,158.4,159.55,13630,21.75,413,6449,47.31
BAGFILMS,EQ,2021-07-26,3.8,3.75,3.9,3.7,3.85,3.85,3.83,401005,15.38,293,370779,92.46
BAJAJ-AUTO,EQ,2021-07-26,3841.9,3852.0,3871.3,3830.0,3840.0,3836.35,3847.43,408134,15702.67,41323,178237,43.67
BAJAJCON,EQ,2021-07-26,291.0,291.7,292.9,285.3,286.9,286.4,288.39,398871,1150.29,13790,214803,53.85
BAJAJELEC,EQ,2021-07-26,1121.8,1134.0,1148.35,1103.0,1137.0,1141.0,1131.65,301953,3417.06,17614,120276,39.83
BAJAJFINSV,EQ,2021-07-26,13201.2,13199.0,13575.45,13154.9,13515.85,13525.05,13420.67,421170,56523.83,49151,128324,30.47
BAJAJHLDNG,EQ,2021-07-26,3837.55,3875.8,3889.0,3826.25,3866.85,3881.9,3865.4,18202,703.58,3533,8413,46.22
BAJFINANCE,EQ,2021-07-26,6180.9,6150.0,6198.3,6130.0,6159.15,6162.45,6164.87,733502,45219.48,67640,241315,32.90
BALAJITELE,EQ,2021-07-26,73.0,75.0,76.75,71.35,72.0,71.75,74.38,2776138,2064.98,18982,1133624,40.83
BALAMINES,EQ,2021-07-26,3045.9,3085.0,3397.0,3080.05,3292.0,3254.05,3279.4,433907,14229.54,44883,140628,32.41
BALAXI,EQ,2021-07-26,619.0,619.1,625.55,601.2,601.2,605.2,613.88,4754,29.18,524,3189,67.08
BALKRISHNA,EQ,2021-07-26,29.0,30.45,30.45,29.5,30.45,30.45,30.4,9930,3.02,95,9406,94.72
BALKRISIND,EQ,2021-07-26,2333.05,2332.8,2358.65,2320.1,2334.0,2335.7,2340.81,143687,3363.44,16882,61983,43.14
BALMLAWRIE,EQ,2021-07-26,137.05,137.6,138.0,136.2,136.9,136.65,136.96,245408,336.11,3341,121605,49.55
BALPHARMA,EQ,2021-07-26,97.5,97.5,98.1,96.5,97.6,96.9,97.06,20262,19.67,641,13835,68.28
BALRAMCHIN,EQ,2021-07-26,343.15,344.3,348.9,338.8,340.5,340.05,343.47,647183,2222.87,16572,324354,50.12
BANARBEADS,EQ,2021-07-26,84.85,84.9,84.95,76.55,77.0,77.0,79.55,221848,176.48,6423,87931,39.64
BANARISUG,EQ,2021-07-26,1804.35,1825.0,1866.0,1792.45,1839.0,1826.7,1842.57,5698,104.99,548,2920,51.25
BANCOINDIA,EQ,2021-07-26,164.75,164.6,167.7,160.0,161.5,161.2,164.2,221306,363.39,6300,98756,44.62
BANDHANBNK,EQ,2021-07-26,305.05,305.05,306.8,297.0,297.3,297.75,300.98,5260125,15831.84,73618,2257049,42.91
BANKA,EQ,2021-07-26,80.45,82.85,82.85,73.15,74.0,74.5,76.56,15578,11.93,434,9156,58.78
BANKBARODA,EQ,2021-07-26,79.85,79.8,80.2,79.0,79.75,79.75,79.66,21809569,17373.72,43001,7976350,36.57
BANKBEES,EQ,2021-07-26,352.31,355.0,355.0,349.09,351.5,351.52,351.46,316537,1112.51,6737,104321,32.96
BANKINDIA,EQ,2021-07-26,72.75,72.9,72.9,71.5,71.75,71.85,72.2,1260084,909.84,6881,438141,34.77
BANSWRAS,EQ,2021-07-26,205.35,207.2,212.95,200.95,205.0,205.35,208.25,20923,43.57,926,13511,64.57
BARBEQUE,EQ,2021-07-26,886.9,890.95,894.1,874.0,881.0,878.95,882.73,29959,264.46,1562,14067,46.95
BASF,EQ,2021-07-26,2726.6,2720.0,2873.0,2720.0,2826.0,2818.05,2811.76,101610,2857.03,11567,31471,30.97
BASML,EQ,2021-07-26,89.65,91.0,94.1,89.35,94.1,94.1,91.89,500393,459.82,6073,375393,75.02
BATAINDIA,EQ,2021-07-26,1598.55,1600.0,1608.05,1573.0,1576.25,1577.2,1589.56,285577,4539.41,25685,93568,32.76
BAYERCROP,EQ,2021-07-26,5783.95,5849.0,5945.0,5800.55,5879.95,5838.7,5885.68,15493,911.87,3425,6714,43.34
BBL,EQ,2021-07-26,1356.35,1365.0,1381.55,1344.85,1350.1,1353.6,1362.75,13147,179.16,2907,5020,38.18
BBTC,EQ,2021-07-26,1272.85,1279.0,1279.0,1251.65,1254.0,1254.3,1262.57,57640,727.74,4794,35261,61.17
BCLIND,EQ,2021-07-26,248.75,256.0,256.0,245.0,252.0,248.25,251.09,64559,162.1,3187,27156,42.06
BCP,EQ,2021-07-26,3.8,3.85,3.95,3.8,3.85,3.85,3.91,623402,24.36,686,422559,67.78
BDL,EQ,2021-07-26,394.75,390.5,408.95,390.0,402.5,402.45,404.2,590051,2384.96,18014,212961,36.09
BEARDSELL,EQ,2021-07-26,13.8,13.4,14.25,13.3,13.8,14.0,14.1,12751,1.8,77,11982,93.97
BECTORFOOD,EQ,2021-07-26,455.45,457.0,460.5,446.0,447.9,449.85,454.9,339228,1543.15,10645,156395,46.10
BEL,EQ,2021-07-26,182.65,182.65,185.0,180.2,184.2,184.6,183.48,4584420,8411.54,28964,1952160,42.58
BEML,EQ,2021-07-26,1290.8,1291.4,1321.4,1286.75,1309.0,1308.05,1310.72,320992,4207.31,14227,94037,29.30
BEPL,EQ,2021-07-26,172.5,175.0,188.0,174.15,186.25,186.85,183.28,4150860,7607.76,38307,2100351,50.60
BERGEPAINT,EQ,2021-07-26,854.25,850.0,857.95,844.9,851.9,849.75,851.7,673265,5734.17,23362,159913,23.75
BESTAGRO,EQ,2021-07-26,465.7,466.0,485.0,464.85,478.15,479.7,473.61,29915,141.68,825,23454,78.40
BFINVEST,EQ,2021-07-26,397.95,395.2,407.0,391.15,395.0,393.75,399.31,48037,191.82,2701,14508,30.20
BFUTILITIE,EQ,2021-07-26,499.6,499.0,507.8,486.4,487.0,489.25,496.36,302633,1502.14,8021,139559,46.11
BGRENERGY,EQ,2021-07-26,66.1,66.1,68.8,65.2,65.5,66.2,67.19,161684,108.63,2414,71666,44.32
BHAGERIA,EQ,2021-07-26,284.7,284.7,291.4,284.7,287.0,287.95,287.57,125590,361.16,7765,39370,31.35
BHAGYANGR,EQ,2021-07-26,48.9,48.0,51.2,48.0,49.1,49.1,49.75,33103,16.47,298,20814,62.88
BHAGYAPROP,EQ,2021-07-26,29.3,29.5,30.4,29.3,30.1,30.0,29.87,13528,4.04,115,7219,53.36
BHANDARI,EQ,2021-07-26,3.45,3.45,3.5,3.35,3.5,3.45,3.46,310551,10.74,524,190006,61.18
BHARATFORG,EQ,2021-07-26,788.9,788.0,794.9,780.0,785.95,783.7,785.49,1256853,9872.4,24549,523468,41.65
BHARATGEAR,EQ,2021-07-26,120.8,121.7,121.7,113.0,114.0,115.35,117.33,57390,67.33,2572,33885,59.04
BHARATRAS,EQ,2021-07-26,13412.0,13459.95,13600.0,13403.0,13565.0,13525.5,13503.4,1205,162.72,683,633,52.53
BHARTIARTL,EQ,2021-07-26,548.3,545.0,553.85,542.1,543.0,544.05,547.87,5118493,28042.79,78207,1817804,35.51
BHEL,EQ,2021-07-26,63.95,63.9,64.0,62.5,63.05,62.7,63.26,20830093,13177.87,49204,4600226,22.08
BIGBLOC,EQ,2021-07-26,105.95,105.95,106.7,105.0,105.0,105.1,105.42,11774,12.41,154,2694,22.88
BIL,EQ,2021-07-26,235.1,232.5,236.35,226.95,228.2,227.85,230.02,4783,11.0,306,2968,62.05
BINDALAGRO,EQ,2021-07-26,29.4,29.25,30.2,27.0,27.8,27.85,28.38,359487,102.03,2449,204213,56.81
BIOCON,EQ,2021-07-26,398.15,398.15,398.15,388.8,389.7,389.5,392.25,2134036,8370.78,39587,738096,34.59
BIOFILCHEM,EQ,2021-07-26,70.1,72.0,73.4,68.45,71.7,72.0,71.91,84587,60.83,2034,44222,52.28
BIRLACORPN,EQ,2021-07-26,1474.25,1480.0,1527.4,1479.7,1500.0,1500.85,1500.79,155510,2333.87,12431,78461,50.45
BIRLAMONEY,EQ,2021-07-26,76.7,76.9,77.0,73.2,73.4,73.65,74.9,279740,209.52,3877,161048,57.57
BIRLATYRE,EQ,2021-07-26,28.4,28.1,29.8,28.1,28.8,28.75,28.99,533271,154.6,2894,329943,61.87
BLBLIMITED,EQ,2021-07-26,11.35,11.9,11.9,10.8,10.95,10.95,11.56,364313,42.13,853,263509,72.33
BLISSGVS,EQ,2021-07-26,110.95,111.0,112.9,109.8,110.2,110.65,110.95,217794,241.64,3349,103759,47.64
BLKASHYAP,EQ,2021-07-26,23.15,22.95,24.3,22.55,24.3,24.3,23.97,390016,93.47,697,308991,79.23
BLS,EQ,2021-07-26,130.25,130.3,135.0,128.8,133.6,133.35,133.02,293123,389.9,5020,132899,45.34
BLUEDART,EQ,2021-07-26,5692.45,5690.0,5737.3,5339.1,5665.0,5681.6,5678.43,11657,661.93,3358,5002,42.91
