SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-13,64.25,65.05,66.75,65.0,66.0,65.8,65.96,343672,226.69,4210,212240,61.76
21STCENMGM,EQ,2021-07-13,24.35,23.9,23.9,23.9,23.9,23.9,23.9,1978,0.47,25,1978,100.00
3MINDIA,EQ,2021-07-13,24250.55,24500.0,24500.0,24151.1,24200.0,24242.05,24250.12,1702,412.74,976,1004,58.99
3PLAND,EQ,2021-07-13,18.0,18.8,18.8,17.1,17.1,17.1,17.59,69130,12.16,225,56259,81.38
5PAISA,EQ,2021-07-13,514.0,528.0,539.7,512.0,539.7,530.4,527.23,150406,792.99,6618,67576,44.93
AAKASH,EQ,2021-07-13,218.75,224.5,224.5,202.25,204.95,206.6,207.0,273611,566.39,3716,107032,39.12
AARTIDRUGS,EQ,2021-07-13,718.8,719.8,723.75,716.0,719.0,718.3,719.3,110710,796.34,7857,51984,46.96
AARTIIND,EQ,2021-07-13,851.9,855.1,860.0,848.0,857.35,857.2,854.0,551759,4712.0,16382,343393,62.24
AARTISURF,EQ,2021-07-13,1395.6,1400.0,1414.3,1380.0,1395.0,1391.85,1396.19,8964,125.15,1680,5376,59.97
AARVI,EQ,2021-07-13,73.85,74.0,74.5,64.35,72.15,72.05,71.46,51881,37.08,773,28316,54.58
AAVAS,EQ,2021-07-13,2900.6,2929.9,2944.55,2872.5,2895.0,2887.05,2902.81,17727,514.58,3694,6613,37.30
ABB,EQ,2021-07-13,1725.95,1730.0,1804.0,1715.55,1803.0,1787.05,1770.63,235129,4163.27,18178,136281,57.96
ABBOTINDIA,EQ,2021-07-13,17318.55,17355.0,17441.0,17220.05,17405.0,17400.45,17369.82,15861,2755.03,5214,12089,76.22
ABCAPITAL,EQ,2021-07-13,121.25,122.5,124.9,120.0,123.5,123.6,123.39,7528099,9289.16,37430,2367577,31.45
ABFRL,EQ,2021-07-13,213.15,215.0,230.5,213.6,228.85,229.45,225.23,18236591,41073.43,132338,3643858,19.98
ABMINTLTD,EQ,2021-07-13,73.75,77.35,77.4,74.3,77.4,77.4,76.51,20698,15.84,401,7938,38.35
ABSLBANETF,EQ,2021-07-13,350.23,360.73,361.54,346.3,354.56,354.47,355.36,73839,262.39,72,73119,99.02
