SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-23,66.65,67.5,67.55,64.6,65.0,65.05,65.72,176110,115.75,2460,132069,74.99
21STCENMGM,EQ,2021-07-23,21.95,21.55,21.55,21.55,21.55,21.55,21.55,1901,0.41,28,1901,100.00
3MINDIA,EQ,2021-07-23,24108.0,24300.0,24300.0,24000.0,24200.0,24216.95,24135.68,2311,557.78,1470,1530,66.21
5PAISA,EQ,2021-07-23,524.85,531.75,535.0,508.6,512.6,512.15,519.14,52715,273.67,2864,25264,47.93
63MOONS,EQ,2021-07-23,109.35,114.8,114.8,109.35,109.5,111.15,113.91,1521504,1733.22,8783,501014,32.93
A2ZINFRA,EQ,2021-07-23,5.75,5.9,5.9,5.55,5.6,5.65,5.7,799812,45.56,572,367475,45.95
AAKASH,EQ,2021-07-23,229.55,234.0,252.5,226.1,252.5,252.5,237.27,265435,629.79,1770,100155,37.73
AARON,EQ,2021-07-23,113.5,113.5,119.15,113.5,119.15,119.15,118.2,11660,13.78,297,10309,88.41
AARTIDRUGS,EQ,2021-07-23,722.7,724.95,727.0,715.0,718.0,717.15,719.87,202607,1458.51,7705,80208,39.59
AARTIIND,EQ,2021-07-23,880.85,885.0,897.0,880.3,891.0,890.9,889.52,1885059,16767.91,55639,740319,39.27
AARTISURF,EQ,2021-07-23,1413.6,1428.0,1517.35,1401.0,1470.0,1481.8,1476.9,80240,1185.06,9592,36815,45.88
AARVEEDEN,EQ,2021-07-23,25.7,25.05,26.75,24.45,24.45,24.45,24.67,44133,10.89,226,31037,70.33
AARVI,EQ,2021-07-23,73.2,75.7,75.7,71.5,72.05,72.3,72.65,27823,20.21,570,18805,67.59
AAVAS,EQ,2021-07-23,2728.9,2766.0,2795.0,2655.35,2695.0,2683.3,2704.78,42085,1138.31,11264,22699,53.94
ABAN,EQ,2021-07-23,47.85,50.2,50.2,48.15,50.2,50.2,49.93,735338,367.12,4565,451229,61.36
ABB,EQ,2021-07-23,1711.1,1716.9,1716.9,1691.1,1693.75,1695.8,1700.43,42756,727.04,4134,22869,53.49
ABBOTINDIA,EQ,2021-07-23,17529.65,17480.0,17850.0,17418.55,17820.0,17815.85,17647.43,8469,1494.56,3303,5032,59.42
ABCAPITAL,EQ,2021-07-23,120.45,120.95,121.5,118.15,118.7,118.65,119.41,2390785,2854.76,15564,1017631,42.56
ABFRL,EQ,2021-07-23,220.0,220.7,221.8,215.3,217.25,218.4,218.05,2517420,5489.19,23824,683546,27.15
ABMINTLTD,EQ,2021-07-23,103.6,108.75,108.75,108.75,108.75,108.75,108.75,3747,4.07,55,3545,94.61
ABSLBANETF,EQ,2021-07-23,345.49,346.47,348.11,343.43,347.81,347.91,347.07,327,1.13,23,282,86.24
ABSLNN50ET,EQ,2021-07-23,398.25,399.6,401.11,394.0,398.0,398.0,398.62,263,1.05,18,125,47.53
ACC,EQ,2021-07-23,2290.25,2296.15,2375.0,2292.5,2338.0,2337.55,2345.19,1664900,39045.03,78552,213012,12.79
ACCELYA,EQ,2021-07-23,1436.5,1436.0,1436.0,1402.1,1409.0,1405.95,1416.27,37976,537.84,3698,17362,45.72
ACCURACY,EQ,2021-07-23,92.55,94.8,94.8,90.1,92.35,91.8,91.82,19517,17.92,449,7128,36.52
ACE,EQ,2021-07-23,229.85,232.7,260.3,229.6,247.0,246.1,249.28,6159175,15353.85,86425,1440406,23.39
ACRYSIL,EQ,2021-07-23,604.05,605.1,615.95,600.0,602.3,602.2,606.53,31130,188.81,1619,20755,66.67
ADANIENT,EQ,2021-07-23,1416.75,1430.0,1434.85,1386.2,1399.95,1401.65,1407.89,4694140,66088.4,98094,329379,7.02
ADANIPORTS,EQ,2021-07-23,691.8,700.0,700.0,677.2,678.8,680.05,685.13,8682097,59483.59,124938,1009665,11.63
ADFFOODS,EQ,2021-07-23,882.6,893.0,899.0,869.75,887.8,889.25,883.69,28147,248.73,2567,13908,49.41
ADORWELD,EQ,2021-07-23,705.2,705.0,741.9,692.05,737.0,737.7,717.51,40610,291.38,3077,26191,64.49
ADSL,EQ,2021-07-23,63.0,64.4,65.85,63.25,64.4,64.4,64.5,241316,155.65,1806,153214,63.49
ADVANIHOTR,EQ,2021-07-23,73.3,72.15,72.75,68.2,69.1,69.25,70.13,65100,45.66,1124,32698,50.23
ADVENZYMES,EQ,2021-07-23,399.65,401.0,405.0,398.3,399.4,398.85,400.86,177233,710.45,6736,86810,48.98
AEGISCHEM,EQ,2021-07-23,320.3,323.0,324.45,317.5,321.9,321.3,320.45,469243,1503.71,8926,274465,58.49
AGARIND,EQ,2021-07-23,352.95,359.5,363.95,345.3,346.0,347.3,355.94,40586,144.46,1460,29292,72.17
AGRITECH,EQ,2021-07-23,45.3,46.25,46.25,44.1,44.95,44.6,44.86,13600,6.1,305,5205,38.27
AGROPHOS,EQ,2021-07-23,16.85,17.15,17.45,16.05,16.05,16.05,16.62,153597,25.53,449,130368,84.88
AHLADA,EQ,2021-07-23,203.05,207.0,209.9,193.1,196.9,193.95,198.78,107488,213.67,2140,76557,71.22
AHLEAST,EQ,2021-07-23,180.25,180.2,215.0,180.2,207.9,208.25,207.78,291842,606.38,5967,130955,44.87
AHLUCONT,EQ,2021-07-23,387.35,392.9,399.9,383.0,387.0,385.45,392.12,16400,64.31,2183,8025,48.93
AHLWEST,EQ,2021-07-23,260.25,272.0,305.0,265.5,266.5,270.45,288.36,191512,552.24,6194,60175,31.42
AIAENG,EQ,2021-07-23,2038.95,2047.45,2047.45,2015.0,2026.0,2023.55,2031.3,6170,125.33,1217,3662,59.35
AJANTPHARM,EQ,2021-07-23,2116.1,2129.45,2179.95,2117.05,2159.5,2166.3,2149.96,54749,1177.08,6454,27998,51.14
AJOONI,EQ,2021-07-23,52.35,53.0,54.95,51.4,54.95,54.95,53.36,52533,28.03,480,36352,69.20
AKASH,EQ,2021-07-23,210.5,216.0,216.0,190.0,204.5,213.65,210.35,33095,69.62,1429,13768,41.60
AKG,EQ,2021-07-23,24.95,24.5,25.8,24.5,24.95,24.95,25.37,6816,1.73,77,4730,69.40
AKSHARCHEM,EQ,2021-07-23,446.0,448.0,455.45,435.0,439.9,438.45,445.37,36064,160.62,2397,18287,50.71
AKZOINDIA,EQ,2021-07-23,2270.3,2307.0,2313.0,2265.0,2282.0,2288.85,2284.3,5647,128.99,1259,2712,48.03
ALANKIT,EQ,2021-07-23,20.1,20.25,20.9,19.85,20.35,20.7,20.39,1472014,300.08,5307,619049,42.05
ALBERTDAVD,EQ,2021-07-23,582.3,585.0,593.5,571.4,573.0,573.7,582.26,41017,238.83,2585,18955,46.21
ALEMBICLTD,EQ,2021-07-23,130.25,131.1,134.75,129.5,129.65,129.9,131.32,861368,1131.13,10371,189181,21.96
ALICON,EQ,2021-07-23,809.5,817.0,835.95,799.0,820.05,820.45,820.97,38196,313.58,3434,22293,58.36
ALKALI,EQ,2021-07-23,87.9,88.65,89.3,85.2,87.95,86.35,87.52,51605,45.16,2005,31112,60.29
ALKEM,EQ,2021-07-23,3368.15,3369.7,3431.95,3344.0,3399.5,3394.7,3393.39,103885,3525.22,10817,14827,14.27
ALKYLAMINE,EQ,2021-07-23,3850.75,3875.0,4125.0,3875.0,4028.0,4024.6,4024.53,274857,11061.7,34631,101105,36.78
ALLCARGO,EQ,2021-07-23,167.65,171.0,180.0,166.0,179.45,178.75,174.58,5925957,10345.39,48676,2906405,49.05
ALLSEC,EQ,2021-07-23,451.95,456.7,457.0,443.35,451.0,449.45,449.71,36180,162.71,2443,17935,49.57
ALMONDZ,EQ,2021-07-23,62.2,63.9,64.7,60.85,62.0,61.1,62.55,5791,3.62,282,3672,63.41
ALOKINDS,EQ,2021-07-23,26.2,26.45,26.5,25.35,25.55,25.5,25.76,8624532,2221.45,16765,4164921,48.29
ALPA,EQ,2021-07-23,50.45,51.4,51.5,49.55,50.1,50.15,50.37,29361,14.79,499,21439,73.02
ALPHAGEO,EQ,2021-07-23,305.25,308.5,323.0,306.2,312.0,311.25,316.39,53825,170.3,2950,25341,47.08
AMARAJABAT,EQ,2021-07-23,721.8,724.9,728.3,720.1,724.2,723.25,724.74,463380,3358.29,15155,122304,26.39
AMBER,EQ,2021-07-23,3016.45,3029.0,3029.0,2990.0,3016.4,3012.1,3013.07,43315,1305.11,6747,25015,57.75
AMBICAAGAR,EQ,2021-07-23,19.2,19.6,20.15,19.05,19.05,19.2,19.61,27427,5.38,170,17488,63.76
AMBIKCO,EQ,2021-07-23,1444.9,1445.0,1457.0,1390.0,1405.0,1403.85,1424.32,40906,582.63,4512,20931,51.17
AMBUJACEM,EQ,2021-07-23,400.2,403.25,409.5,400.5,402.8,402.3,405.37,7785242,31558.69,121907,2339154,30.05
AMDIND,EQ,2021-07-23,31.25,32.7,32.7,30.55,31.6,31.1,31.56,49319,15.57,382,32624,66.15
AMJLAND,EQ,2021-07-23,33.4,33.45,34.05,32.5,33.5,33.35,33.22,60354,20.05,839,26205,43.42
AMRUTANJAN,EQ,2021-07-23,687.65,691.0,691.0,685.0,688.0,687.55,687.73,16084,110.61,1880,8225,51.14
