SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-09,61.85,62.2,62.6,61.0,61.25,61.3,61.84,80536,49.81,1559,50477,62.68
21STCENMGM,EQ,2021-07-09,25.3,25.8,25.8,24.8,24.8,24.8,25.08,21987,5.52,194,20893,95.02
3MINDIA,EQ,2021-07-09,24459.3,24488.0,24540.0,24341.2,24500.0,24473.2,24451.62,1137,278.01,696,575,50.57
3PLAND,EQ,2021-07-09,15.6,16.9,17.15,16.25,17.15,17.15,17.03,67381,11.47,323,43062,63.91
5PAISA,EQ,2021-07-09,473.8,483.0,497.45,474.7,491.0,489.55,487.55,106207,517.81,4841,45419,42.76
AAKASH,EQ,2021-07-09,208.1,211.0,220.0,207.25,215.0,217.25,211.32,128556,271.66,856,60469,47.04
AARTIDRUGS,EQ,2021-07-09,727.4,726.0,726.0,719.0,721.4,722.15,722.39,127653,922.16,5742,52588,41.20
AARTIIND,EQ,2021-07-09,848.4,848.8,861.75,846.15,853.7,853.15,855.22,879180,7518.91,23765,419831,47.75
AARTISURF,EQ,2021-07-09,1377.65,1388.0,1440.0,1376.95,1400.0,1401.45,1405.31,17153,241.05,4021,7693,44.85
AARVI,EQ,2021-07-09,72.45,73.9,74.9,71.55,74.0,74.45,73.67,85457,62.95,1592,40909,47.87
AAVAS,EQ,2021-07-09,2924.7,2903.0,2936.55,2850.0,2899.0,2896.15,2870.93,91934,2639.36,12617,52452,57.05
ABB,EQ,2021-07-09,1703.25,1711.2,1725.0,1683.5,1705.6,1713.45,1702.55,163245,2779.33,11917,117437,71.94
ABBOTINDIA,EQ,2021-07-09,17257.1,17205.05,17400.0,17200.0,17210.0,17250.2,17273.57,32915,5685.59,3112,27839,84.58
ABCAPITAL,EQ,2021-07-09,113.95,114.0,116.75,113.75,116.4,116.15,115.25,2006353,2312.42,14021,767025,38.23
ABFRL,EQ,2021-07-09,214.25,213.0,218.2,212.7,213.0,213.0,214.77,1891902,4063.21,16283,854223,45.15
ABMINTLTD,EQ,2021-07-09,67.3,67.6,70.65,67.0,70.65,70.25,69.82,13614,9.5,271,5479,40.25
ABSLBANETF,EQ,2021-07-09,351.02,351.85,351.85,343.0,346.71,345.87,348.78,189,0.66,40,90,47.62
ABSLNN50ET,EQ,2021-07-09,394.5,390.9,395.5,390.1,395.44,395.44,392.04,6204,24.32,15,6171,99.47
ACC,EQ,2021-07-09,2029.5,2029.5,2040.0,2017.1,2036.0,2037.25,2029.13,174442,3539.65,19668,58168,33.35
ACCELYA,EQ,2021-07-09,1338.65,1344.95,1415.0,1336.0,1404.0,1397.9,1374.64,136612,1877.92,7752,58137,42.56
ACCURACY,EQ,2021-07-09,81.9,85.95,85.95,79.25,81.15,81.9,82.02,9413,7.72,199,2892,30.72
ACE,EQ,2021-07-09,227.05,224.5,227.55,222.5,226.2,225.35,225.05,488524,1099.41,9533,159119,32.57
ACRYSIL,EQ,2021-07-09,616.85,623.95,623.95,594.7,602.0,599.45,604.79,95601,578.19,5623,67039,70.12
ADANIENT,EQ,2021-07-09,1425.9,1425.9,1456.6,1416.45,1430.35,1431.35,1434.29,4502324,64576.48,86132,366792,8.15
ADANIPORTS,EQ,2021-07-09,711.7,712.5,737.0,708.35,728.0,728.5,725.62,14924156,108292.08,190747,2331099,15.62
ADFFOODS,EQ,2021-07-09,905.45,915.0,937.8,900.95,929.0,929.8,923.64,40016,369.6,4028,17380,43.43
ADORWELD,EQ,2021-07-09,661.5,660.0,669.45,655.0,660.0,657.35,661.43,11019,72.88,1114,6354,57.66
ADSL,EQ,2021-07-09,66.2,65.5,67.15,64.75,65.7,65.8,65.74,154992,101.89,2238,81323,52.47
ADVANIHOTR,EQ,2021-07-09,67.65,69.35,69.45,67.25,67.3,67.35,67.99,21310,14.49,467,9353,43.89
ADVENZYMES,EQ,2021-07-09,398.1,399.0,411.5,397.5,404.8,403.85,403.75,963204,3888.91,12279,647961,67.27
AEGISCHEM,EQ,2021-07-09,369.75,372.7,379.7,369.75,375.45,374.6,374.79,1177954,4414.88,19110,439552,37.31
AGARIND,EQ,2021-07-09,324.75,329.9,329.9,320.25,324.0,322.45,324.79,33398,108.47,597,25569,76.56
AGRITECH,EQ,2021-07-09,44.7,45.6,45.9,44.75,45.3,45.2,45.33,11870,5.38,124,8635,72.75
AGROPHOS,EQ,2021-07-09,17.95,18.45,18.45,17.1,17.35,17.3,17.62,495768,87.37,1771,262613,52.97
AHLADA,EQ,2021-07-09,214.6,218.0,225.3,212.0,224.8,225.25,222.31,72942,162.16,1390,58805,80.62
AHLEAST,EQ,2021-07-09,183.05,189.25,189.25,182.35,182.5,183.15,183.43,3058,5.61,106,1295,42.35
AHLUCONT,EQ,2021-07-09,376.05,384.85,384.85,375.0,376.5,377.85,378.25,7764,29.37,849,4629,59.62
AHLWEST,EQ,2021-07-09,242.25,248.7,248.7,238.0,241.1,241.0,241.4,7136,17.23,316,5628,78.87
AIAENG,EQ,2021-07-09,2142.25,2139.95,2148.75,2062.35,2072.0,2073.6,2098.7,76156,1598.28,4459,53433,70.16
AJANTPHARM,EQ,2021-07-09,2180.05,2177.8,2177.8,2149.55,2175.0,2165.35,2167.74,55288,1198.5,6448,30723,55.57
AJMERA,EQ,2021-07-09,290.8,288.95,295.0,280.05,285.0,283.15,285.56,144363,412.24,5036,73990,51.25
AKASH,EQ,2021-07-09,227.6,229.4,232.3,225.0,229.9,230.9,229.57,14038,32.23,669,7310,52.07
AKG,EQ,2021-07-09,26.6,27.15,27.15,26.25,26.3,26.45,26.73,3048,0.81,41,2611,85.66
