SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
20MICRONS,EQ,2021-07-14,65.8,66.7,66.7,63.25,64.75,64.6,64.92,186786,121.26,2783,101094,54.12
21STCENMGM,EQ,2021-07-14,23.9,23.45,24.35,23.45,24.1,24.15,23.91,43143,10.31,190,35752,82.87
3MINDIA,EQ,2021-07-14,24242.05,24241.0,24349.05,24150.0,24219.0,24165.45,24188.13,983,237.77,599,624,63.48
3PLAND,EQ,2021-07-14,17.1,16.25,16.25,16.25,16.25,16.25,16.25,39478,6.42,149,39477,100.00
5PAISA,EQ,2021-07-14,530.4,542.0,556.9,530.0,544.95,553.2,550.7,243799,1342.59,5320,89466,36.70
AAKASH,EQ,2021-07-14,206.6,206.45,222.0,199.5,214.2,216.75,208.62,260655,543.78,1908,88357,33.90
AARTIDRUGS,EQ,2021-07-14,718.3,722.95,722.95,711.5,712.0,712.6,714.31,160816,1148.73,8606,90994,56.58
AARTIIND,EQ,2021-07-14,857.2,860.95,865.0,852.0,860.05,859.2,859.16,583910,5016.72,14742,347115,59.45
AARTISURF,EQ,2021-07-14,1391.85,1395.0,1411.0,1382.0,1395.0,1393.6,1394.49,11816,164.77,1837,7408,62.69
AARVI,EQ,2021-07-14,72.05,73.7,78.4,72.0,74.0,74.1,75.93,240643,182.71,3654,107821,44.81
AAVAS,EQ,2021-07-14,2887.05,2890.0,2942.95,2889.6,2907.1,2910.8,2916.69,20436,596.06,5067,7775,38.05
ABB,EQ,2021-07-14,1787.05,1804.0,1840.0,1785.55,1797.3,1805.5,1818.0,155095,2819.63,11598,37235,24.01
ABBOTINDIA,EQ,2021-07-14,17400.45,17400.0,17498.8,17320.05,17335.0,17388.65,17401.55,5283,919.32,2126,2951,55.86
ABCAPITAL,EQ,2021-07-14,123.6,123.6,124.5,120.2,120.75,120.75,122.13,2976010,3634.73,17696,1209763,40.65
ABFRL,EQ,2021-07-14,229.45,230.0,231.65,225.0,226.7,227.65,228.17,7607482,17357.92,66733,1211687,15.93
ABMINTLTD,EQ,2021-07-14,77.4,81.25,81.25,79.25,81.25,81.25,81.03,9079,7.36,146,5469,60.24
ABSLBANETF,EQ,2021-07-14,354.47,357.1,357.1,352.6,354.49,354.27,354.1,112,0.4,30,81,72.32
ABSLNN50ET,EQ,2021-07-14,393.4,396.0,396.0,392.25,395.35,395.35,393.49,25,0.1,10,21,84.00
ACC,EQ,2021-07-14,2084.8,2083.65,2097.95,2070.9,2075.05,2081.55,2084.56,363780,7583.22,17407,113893,31.31
ACCELYA,EQ,2021-07-14,1503.35,1530.0,1539.4,1475.0,1487.0,1484.9,1500.39,140161,2102.97,9214,55365,39.50
ACCURACY,EQ,2021-07-14,93.0,92.95,93.4,90.15,90.4,90.7,92.0,17183,15.81,500,11355,66.08
ACE,EQ,2021-07-14,233.55,233.5,238.6,230.0,231.4,230.95,233.99,395706,925.91,7885,123017,31.09
ACRYSIL,EQ,2021-07-14,607.75,608.85,627.0,608.85,620.0,618.3,619.4,53216,329.62,2475,28541,53.63
ADANIENT,EQ,2021-07-14,1417.7,1449.0,1449.0,1397.8,1398.8,1402.05,1416.75,3859529,54679.75,73736,407274,10.55
ADANIPORTS,EQ,2021-07-14,704.0,709.4,711.5,695.35,696.7,697.25,701.74,13812481,96927.66,153862,3457028,25.03
ADFFOODS,EQ,2021-07-14,897.2,890.0,895.3,883.95,888.5,886.85,889.42,31167,277.2,3184,15762,50.57
ADORWELD,EQ,2021-07-14,729.1,734.0,792.4,725.1,779.45,775.85,766.77,168398,1291.23,10930,79867,47.43
ADSL,EQ,2021-07-14,65.35,64.5,68.6,64.5,67.7,67.8,68.03,464642,316.09,2759,235305,50.64
ADVANIHOTR,EQ,2021-07-14,69.35,69.0,69.2,67.1,67.7,67.85,68.13,25369,17.28,384,16061,63.31
ADVENZYMES,EQ,2021-07-14,414.7,416.0,426.0,413.9,414.05,415.75,420.04,535175,2247.96,15913,217483,40.64
AEGISCHEM,EQ,2021-07-14,344.25,348.0,359.0,340.7,343.0,342.6,350.23,1525291,5341.97,22312,582935,38.22
AGARIND,EQ,2021-07-14,350.2,354.0,359.5,348.45,354.0,354.2,355.98,42579,151.57,1283,31816,74.72
AGRITECH,EQ,2021-07-14,45.15,46.25,46.25,44.5,45.15,44.75,45.07,11779,5.31,210,8344,70.84
AGROPHOS,EQ,2021-07-14,17.05,17.05,17.8,16.35,16.85,16.8,16.84,120854,20.35,523,73744,61.02
AHLADA,EQ,2021-07-14,214.65,215.0,217.0,211.05,212.0,212.6,213.59,43669,93.27,1625,30627,70.13
AHLEAST,EQ,2021-07-14,181.15,182.15,183.7,179.15,183.7,183.05,182.32,3095,5.64,98,2321,74.99
AHLUCONT,EQ,2021-07-14,380.85,385.0,397.35,382.1,383.0,384.75,389.65,24701,96.25,1994,13247,53.63
AHLWEST,EQ,2021-07-14,248.3,245.45,251.0,245.05,245.15,245.25,246.07,4279,10.53,160,2786,65.11
AIAENG,EQ,2021-07-14,2118.85,2120.0,2129.95,2055.0,2068.0,2066.5,2080.79,27576,573.8,4244,18632,67.57
AJANTPHARM,EQ,2021-07-14,2156.85,2156.85,2164.5,2119.3,2140.0,2140.85,2136.35,38029,812.43,6017,19672,51.73
AJMERA,EQ,2021-07-14,296.85,296.5,302.8,282.65,297.5,297.75,293.71,151868,446.05,3967,64980,42.79
AKASH,EQ,2021-07-14,228.75,231.65,231.9,222.15,226.7,224.45,229.18,28718,65.82,545,22148,77.12
AKG,EQ,2021-07-14,26.8,26.6,27.7,26.3,27.7,27.1,26.88,3228,0.87,59,2160,66.91
AKSHARCHEM,EQ,2021-07-14,460.7,462.4,466.0,448.0,451.5,450.4,457.09,74482,340.45,4487,35925,48.23
AKZOINDIA,EQ,2021-07-14,2287.7,2289.15,2306.45,2276.7,2288.0,2296.5,2293.78,5517,126.55,1740,3383,61.32
ALANKIT,EQ,2021-07-14,22.75,20.9,21.0,19.1,20.0,19.75,19.99,4133858,826.19,12563,1754171,42.43
ALBERTDAVD,EQ,2021-07-14,500.25,499.45,574.0,499.0,561.5,558.45,551.17,462009,2546.46,20698,114988,24.89
ALEMBICLTD,EQ,2021-07-14,126.55,127.3,130.0,127.0,129.1,129.05,128.81,749997,966.07,8208,198955,26.53
ALICON,EQ,2021-07-14,711.55,715.0,853.85,715.0,814.95,817.7,819.86,624414,5119.29,24801,145100,23.24
ALKALI,EQ,2021-07-14,76.65,77.8,77.85,73.6,74.3,74.15,75.49,42384,31.99,1312,23414,55.24
ALKEM,EQ,2021-07-14,3352.75,3330.0,3365.0,3312.95,3314.3,3318.1,3337.94,126633,4226.93,7871,92641,73.16
ALKYLAMINE,EQ,2021-07-14,3807.8,3820.0,3875.0,3760.0,3772.8,3775.75,3823.96,78269,2992.98,13889,36754,46.96
ALLCARGO,EQ,2021-07-14,157.25,157.25,159.55,156.0,158.0,158.35,157.77,234756,370.38,3637,141411,60.24
ALLSEC,EQ,2021-07-14,524.35,523.7,553.0,521.4,541.0,538.65,536.93,130595,701.2,6437,51244,39.24
ALMONDZ,EQ,2021-07-14,67.85,65.0,70.5,64.5,70.0,69.5,67.1,55717,37.38,738,36611,65.71
ALOKINDS,EQ,2021-07-14,28.25,28.3,29.1,27.75,28.25,28.4,28.34,21384583,6060.29,25691,6096213,28.51
ALPHAGEO,EQ,2021-07-14,314.25,315.0,317.0,311.25,312.35,311.75,313.39,14301,44.82,1110,8244,57.65
AMARAJABAT,EQ,2021-07-14,737.95,741.0,743.0,735.75,737.7,737.3,739.27,554805,4101.52,18316,258610,46.61
AMBER,EQ,2021-07-14,3009.6,3023.8,3033.95,2995.0,3020.0,3022.65,3009.15,80786,2430.97,9816,51086,63.24
AMBICAAGAR,EQ,2021-07-14,20.95,20.65,21.25,20.5,20.7,20.65,20.72,50343,10.43,253,32595,64.75
AMBIKCO,EQ,2021-07-14,1294.3,1302.0,1402.0,1297.0,1372.0,1375.3,1366.89,252433,3450.49,16996,104833,41.53
AMBUJACEM,EQ,2021-07-14,368.95,370.95,375.85,368.1,373.05,373.0,372.19,4877918,18154.94,51208,2369047,48.57
AMDIND,EQ,2021-07-14,31.4,31.5,32.0,31.0,31.3,31.7,31.42,55471,17.43,379,32642,58.85
AMJLAND,EQ,2021-07-14,33.8,34.3,34.9,33.95,34.0,34.15,34.39,87204,29.99,1104,53576,61.44
AMRUTANJAN,EQ,2021-07-14,716.95,716.95,734.8,710.0,711.5,712.4,720.61,47508,342.35,3641,19032,40.06
ANDHRAPAP,EQ,2021-07-14,267.95,270.0,270.05,260.3,261.65,262.35,264.64,45955,121.62,2288,21690,47.20
ANDHRSUGAR,EQ,2021-07-14,560.95,556.1,563.2,549.65,551.0,551.85,554.8,63553,352.59,2975,29336,46.16
ANGELBRKG,EQ,2021-07-14,1036.45,1038.0,1092.0,1029.1,1070.55,1070.25,1063.0,845754,8990.36,37334,231915,27.42
ANIKINDS,EQ,2021-07-14,24.55,25.0,25.75,24.1,25.7,25.6,25.25,169746,42.86,549,70070,41.28
ANMOL,EQ,2021-07-14,162.65,163.35,164.3,160.15,162.95,161.95,162.48,24948,40.54,143,4301,17.24
ANSALHSG,EQ,2021-07-14,10.5,11.0,11.0,11.0,11.0,11.0,11.0,134223,14.76,88,134223,100.00
ANUP,EQ,2021-07-14,876.75,879.7,894.8,875.0,875.05,883.15,884.11,31417,277.76,2941,17150,54.59
