COMPANY_NAME,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE
FLUOROCHEM,2021-07-01,1163.0,1174.0,1122.0,1129.4,1131.45
FLUOROCHEM,2021-07-02,1141.45,1213.8,1135.05,1161.05,1159.5
FLUOROCHEM,2021-07-05,1169.45,1212.0,1165.8,1185.0,1188.8
FLUOROCHEM,2021-07-06,1193.25,1230.0,1179.15,1190.1,1196.7
FLUOROCHEM,2021-07-07,1197.7,1234.0,1148.3,1185.0,1191.25
FLUOROCHEM,2021-07-08,1197.9,1229.5,1178.1,1190.0,1189.75
FLUOROCHEM,2021-07-09,1190.0,1223.9,1174.7,1200.0,1202.0
FLUOROCHEM,2021-07-12,1200.0,1243.9,1200.0,1225.0,1226.25
FLUOROCHEM,2021-07-13,1237.85,1310.0,1233.95,1304.8,1299.15
FLUOROCHEM,2021-07-14,1324.45,1432.8,1310.0,1409.45,1409.25
FLUOROCHEM,2021-07-15,1429.9,1485.0,1429.9,1469.0,1468.75
FLUOROCHEM,2021-07-16,1469.0,1493.0,1373.55,1493.0,1486.3
FLUOROCHEM,2021-07-19,1491.0,1543.75,1436.3,1495.0,1500.05
FLUOROCHEM,2021-07-20,1509.0,1572.2,1450.1,1550.0,1541.05
FLUOROCHEM,2021-07-20,1509.0,1572.2,1450.1,1550.0,1541.05
FLUOROCHEM,2021-07-22,1581.3,1647.65,1562.1,1587.0,1613.7
FLUOROCHEM,2021-07-23,1624.65,1629.85,1561.0,1572.0,1579.5
FLUOROCHEM,2021-07-26,1634.0,1731.0,1601.35,1710.0,1691.85
FLUOROCHEM,2021-07-27,1749.0,1773.1,1635.7,1655.0,1650.4
FLUOROCHEM,2021-07-28,1675.0,1700.0,1651.0,1660.0,1666.8
