COMPANY_NAME,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE
INFRABEES,2021-07-01,484.48,484.48,449.41,450.34,449.75
INFRABEES,2021-07-02,436.11,453.87,436.11,448.0,450.25
INFRABEES,2021-07-05,454.0,454.0,449.01,452.2,452.05
INFRABEES,2021-07-06,451.95,457.13,447.0,454.0,452.08
INFRABEES,2021-07-07,453.0,455.0,450.0,455.0,454.51
INFRABEES,2021-07-08,454.0,455.25,450.0,451.6,451.0
INFRABEES,2021-07-09,450.0,453.0,447.25,452.39,452.31
INFRABEES,2021-07-12,455.0,455.56,449.57,451.5,450.53
INFRABEES,2021-07-13,454.0,456.49,452.38,455.27,454.09
INFRABEES,2021-07-14,455.9,457.0,453.2,454.15,455.15
INFRABEES,2021-07-15,453.0,458.0,447.05,457.0,456.63
INFRABEES,2021-07-16,457.0,459.5,454.8,454.8,458.72
INFRABEES,2021-07-19,458.0,461.99,457.01,457.65,457.72
INFRABEES,2021-07-20,425.7,461.41,416.5,457.68,456.49
INFRABEES,2021-07-20,425.7,461.41,416.5,457.68,456.49
INFRABEES,2021-07-22,460.0,464.0,457.06,463.5,461.92
INFRABEES,2021-07-23,471.47,471.47,460.47,461.17,462.11
INFRABEES,2021-07-26,462.11,463.63,459.09,461.0,461.11
INFRABEES,2021-07-27,463.0,463.0,453.94,458.41,456.44
INFRABEES,2021-07-28,459.0,460.0,450.0,458.31,458.13
