COMPANY_NAME,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE
BANARBEADS,2021-07-01,57.85,58.6,56.55,56.8,57.1
BANARBEADS,2021-07-02,56.55,58.95,56.2,56.5,56.65
BANARBEADS,2021-07-05,56.3,60.5,56.0,59.95,59.9
BANARBEADS,2021-07-06,61.55,62.0,57.6,57.65,58.6
BANARBEADS,2021-07-07,58.6,59.9,57.85,58.5,58.3
BANARBEADS,2021-07-08,59.9,61.2,58.05,58.65,59.45
BANARBEADS,2021-07-09,58.75,61.0,57.65,58.5,58.5
BANARBEADS,2021-07-12,60.6,60.6,57.4,57.5,58.2
BANARBEADS,2021-07-13,59.0,59.5,57.95,58.5,58.65
BANARBEADS,2021-07-14,58.8,59.2,57.0,57.2,58.1
BANARBEADS,2021-07-15,58.85,69.7,57.15,69.7,69.45
BANARBEADS,2021-07-16,71.7,79.45,67.05,71.8,72.3
BANARBEADS,2021-07-19,70.0,71.95,68.0,69.35,68.55
BANARBEADS,2021-07-20,69.8,69.8,64.25,64.6,64.75
BANARBEADS,2021-07-20,69.8,69.8,64.25,64.6,64.75
BANARBEADS,2021-07-22,65.5,77.7,65.5,77.7,77.7
BANARBEADS,2021-07-23,84.4,91.9,78.1,85.35,84.85
BANARBEADS,2021-07-26,84.9,84.95,76.55,77.0,77.0
BANARBEADS,2021-07-27,77.5,91.8,77.5,87.0,87.4
BANARBEADS,2021-07-28,87.9,100.2,82.1,95.0,95.35
