COMPANY_NAME,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE
ATUL,2021-07-01,8926.0,8975.8,8875.0,8942.05,8952.2
ATUL,2021-07-02,8999.65,9660.0,8881.45,9350.0,9286.15
ATUL,2021-07-05,9392.0,9552.65,9201.0,9265.0,9291.5
ATUL,2021-07-06,9361.75,9396.75,9210.0,9315.0,9289.55
ATUL,2021-07-07,9289.55,9379.75,9250.05,9280.0,9293.25
ATUL,2021-07-08,9350.0,9371.65,9265.9,9293.0,9296.1
ATUL,2021-07-09,9280.0,9320.0,9205.55,9254.0,9239.1
ATUL,2021-07-12,9300.0,9303.9,9240.05,9270.0,9284.4
ATUL,2021-07-13,9339.7,9348.35,9205.55,9270.0,9297.4
ATUL,2021-07-14,9333.0,9338.0,9250.0,9288.5,9290.4
ATUL,2021-07-15,9300.0,9515.0,9271.05,9379.95,9383.3
ATUL,2021-07-16,9439.85,9439.85,9281.7,9319.95,9304.5
ATUL,2021-07-19,9319.95,9319.95,9210.0,9261.15,9259.8
ATUL,2021-07-20,9259.8,9316.0,9206.55,9250.2,9258.2
ATUL,2021-07-20,9259.8,9316.0,9206.55,9250.2,9258.2
ATUL,2021-07-22,9318.0,9349.0,9110.05,9204.0,9198.25
ATUL,2021-07-23,9260.0,9600.0,9190.0,9200.0,9254.35
ATUL,2021-07-26,9327.0,9349.8,9063.45,9085.0,9079.35
ATUL,2021-07-27,9164.15,9214.05,9040.0,9079.0,9062.95
ATUL,2021-07-28,9144.95,9144.95,8870.0,9109.0,9046.75
