COMPANY_NAME,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE
DEEPAKNTR,2021-07-01,1824.95,1889.95,1815.1,1882.55,1882.35
DEEPAKNTR,2021-07-02,1898.0,1943.0,1892.35,1918.0,1927.6
DEEPAKNTR,2021-07-05,1943.45,1944.95,1902.4,1923.85,1926.4
DEEPAKNTR,2021-07-06,1927.0,1938.2,1872.0,1901.5,1885.85
DEEPAKNTR,2021-07-07,1894.8,1950.0,1886.85,1943.95,1942.35
DEEPAKNTR,2021-07-08,1947.7,1977.65,1928.1,1937.0,1937.0
DEEPAKNTR,2021-07-09,1930.0,1953.85,1918.1,1945.0,1940.75
DEEPAKNTR,2021-07-12,1955.0,1983.0,1945.4,1953.25,1952.05
DEEPAKNTR,2021-07-13,1969.65,1976.0,1935.6,1949.1,1947.85
DEEPAKNTR,2021-07-14,1946.0,1999.5,1945.0,1960.95,1958.35
DEEPAKNTR,2021-07-15,1969.0,1974.65,1937.4,1950.0,1946.85
DEEPAKNTR,2021-07-16,1954.0,1974.0,1945.0,1955.0,1951.5
DEEPAKNTR,2021-07-19,1948.95,1970.7,1938.45,1956.05,1958.05
DEEPAKNTR,2021-07-20,1958.0,1969.0,1880.35,1910.0,1907.7
DEEPAKNTR,2021-07-20,1958.0,1969.0,1880.35,1910.0,1907.7
DEEPAKNTR,2021-07-22,1927.75,1948.4,1910.0,1934.65,1929.45
DEEPAKNTR,2021-07-23,1936.0,1954.85,1925.0,1935.0,1933.4
DEEPAKNTR,2021-07-26,1939.9,1962.0,1915.0,1925.15,1921.8
DEEPAKNTR,2021-07-27,1933.0,1947.8,1891.4,1908.9,1909.25
DEEPAKNTR,2021-07-28,1917.0,1917.0,1882.0,1898.95,1900.0
