SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ALMONDZ,EQ,2021-06-01,39.1,40.0,41.05,39.1,41.05,41.05,40.96,30626,12.55,123,29430,96.09
ALOKINDS,EQ,2021-06-01,20.65,20.9,20.9,20.3,20.35,20.4,20.53,8403318,1724.84,11356,3095593,36.84
ALPHAGEO,EQ,2021-06-01,239.45,241.0,243.1,237.5,238.0,237.9,239.99,19271,46.25,683,14333,74.38
ALPSINDUS,EQ,2021-06-01,2.0,1.95,2.05,1.9,1.95,1.95,1.98,33109,0.66,53,14856,44.87
AMARAJABAT,EQ,2021-06-01,741.05,741.5,747.95,738.05,738.75,739.1,742.16,1517337,11261.13,33939,695969,45.87
AMBER,EQ,2021-06-01,2727.75,2727.75,2747.65,2700.1,2718.0,2713.8,2719.12,95085,2585.48,20469,52797,55.53
AMBICAAGAR,EQ,2021-06-01,25.1,25.75,26.35,24.85,25.4,25.2,25.75,184195,47.44,970,110037,59.74
AMBIKCO,EQ,2021-06-01,1123.35,1145.0,1164.0,1086.9,1147.9,1145.3,1121.81,90161,1011.44,7625,40946,45.41
AMBUJACEM,EQ,2021-06-01,326.8,327.0,328.9,323.1,324.15,324.2,325.11,2649537,8613.98,35447,1051534,39.69
AMDIND,EQ,2021-06-01,21.25,21.35,21.5,20.35,20.55,20.7,20.75,20841,4.33,163,12373,59.37
AMJLAND,EQ,2021-06-01,27.35,27.0,27.9,26.5,27.1,27.05,27.35,20118,5.5,328,11271,56.02
AMRUTANJAN,EQ,2021-06-01,708.9,710.0,719.95,692.45,700.5,696.6,702.51,71643,503.3,5561,29750,41.53
ANANTRAJ,EQ,2021-06-01,60.1,59.95,61.9,57.1,57.5,57.5,58.97,816152,481.26,3763,561824,68.84
ANDHRACEMT,EQ,2021-06-01,8.8,9.2,9.2,9.2,9.2,9.2,9.2,347261,31.95,278,347261,100.00
ANDHRAPAP,EQ,2021-06-01,238.35,236.0,239.9,230.2,231.55,231.6,233.03,26964,62.83,1093,14718,54.58
ANDHRSUGAR,EQ,2021-06-01,412.8,416.85,417.15,407.25,411.0,409.4,409.86,65155,267.04,2314,30257,46.44
ANGELBRKG,EQ,2021-06-01,757.1,760.0,794.95,737.55,740.0,746.15,775.88,1004113,7790.7,36174,252013,25.10
ANIKINDS,EQ,2021-06-01,16.85,17.65,17.65,16.8,17.4,17.25,17.38,305606,53.12,701,150471,49.24
ANSALAPI,EQ,2021-06-01,6.35,6.35,6.5,6.15,6.2,6.2,6.3,165859,10.45,271,118725,71.58
ANSALHSG,EQ,2021-06-01,6.8,6.95,7.05,6.55,6.65,6.6,6.84,130025,8.89,293,78115,60.08
ANUP,EQ,2021-06-01,793.25,798.0,845.0,786.55,843.55,838.0,821.05,229670,1885.72,12568,92236,40.16
ANURAS,EQ,2021-06-01,754.25,754.9,754.9,720.4,725.0,726.9,735.72,235935,1735.83,10168,117634,49.86
APARINDS,EQ,2021-06-01,533.75,535.0,546.0,515.3,522.85,523.95,527.43,164575,868.02,7447,68091,41.37
APCL,EQ,2021-06-01,310.35,314.0,315.9,295.2,302.25,303.4,304.74,115556,352.15,3490,69849,60.45
APCOTEXIND,EQ,2021-06-01,337.5,336.0,339.25,318.0,322.5,320.4,327.81,96739,317.12,4675,50670,52.38
APEX,EQ,2021-06-01,270.55,272.7,280.0,261.5,277.0,276.85,272.33,421513,1147.9,12335,95259,22.60
APLAPOLLO,EQ,2021-06-01,1301.15,1317.0,1319.4,1282.0,1300.0,1297.4,1298.07,70009,908.76,5585,46274,66.10
APLLTD,EQ,2021-06-01,951.1,955.0,956.0,931.1,943.95,944.4,943.68,245756,2319.14,8390,78823,32.07
APOLLO,EQ,2021-06-01,109.65,111.15,112.95,109.2,109.6,109.6,110.92,121569,134.85,3325,58021,47.73
APOLLOHOSP,EQ,2021-06-01,3168.75,3190.0,3249.0,3160.85,3237.15,3239.8,3214.75,706976,22727.55,47236,206655,29.23
APOLLOPIPE,EQ,2021-06-01,1060.6,1065.0,1073.7,1045.0,1052.0,1051.25,1053.04,17240,181.54,1608,12498,72.49
APOLLOTYRE,EQ,2021-06-01,222.05,222.85,227.85,220.1,221.8,221.8,223.56,5376825,12020.56,34270,676842,12.59
APOLSINHOT,EQ,2021-06-01,893.35,884.05,899.55,864.95,877.0,869.95,877.58,2984,26.19,353,1625,54.46
APTECHT,EQ,2021-06-01,207.65,209.55,209.9,205.35,206.6,206.2,207.07,119301,247.04,2507,57658,48.33
ARCHIES,EQ,2021-06-01,16.15,16.25,16.45,15.2,15.45,15.45,15.58,447947,69.8,1685,259740,57.98
ARENTERP,EQ,2021-06-01,12.55,12.95,12.95,12.2,12.3,12.25,12.7,698,0.09,15,573,82.09
ARIES,EQ,2021-06-01,113.7,114.5,116.95,111.15,111.95,112.15,114.17,242005,276.3,8484,84524,34.93
ARIHANT,EQ,2021-06-01,21.55,21.55,22.05,20.5,21.1,21.3,21.24,18889,4.01,109,16260,86.08
ARMANFIN,EQ,2021-06-01,611.55,611.55,619.8,606.35,619.0,613.8,613.29,6111,37.48,582,3797,62.13
AROGRANITE,EQ,2021-06-01,53.85,61.0,62.4,52.85,54.0,54.05,58.16,767233,446.21,6850,300325,39.14
ARSHIYA,EQ,2021-06-01,28.5,29.2,29.8,27.15,27.5,27.65,28.0,91998,25.76,602,63088,68.58
ARSSINFRA,EQ,2021-06-01,30.05,30.1,36.0,28.5,35.5,35.25,33.11,524459,173.65,3650,191330,36.48
ARVIND,EQ,2021-06-01,80.1,80.7,81.6,76.6,78.2,78.1,78.85,1424599,1123.23,10882,791268,55.54
ARVINDFASN,EQ,2021-06-01,145.0,147.0,149.95,142.6,143.95,143.9,145.43,545265,792.98,7000,275296,50.49
ARVSMART,EQ,2021-06-01,105.55,105.5,108.35,102.5,103.3,103.1,105.1,137056,144.04,2372,78014,56.92
ASAHIINDIA,EQ,2021-06-01,314.6,314.6,323.0,310.55,312.5,312.05,316.25,44996,142.3,1905,22892,50.88
ASAHISONG,EQ,2021-06-01,352.5,361.8,365.35,355.0,360.55,360.85,360.29,23408,84.34,1416,13844,59.14
ASAL,EQ,2021-06-01,38.7,39.85,40.0,38.3,38.3,38.45,39.04,7920,3.09,130,6045,76.33
ASALCBR,EQ,2021-06-01,431.2,432.0,439.9,428.1,428.1,429.95,432.98,96978,419.89,5090,53655,55.33
ASHAPURMIN,EQ,2021-06-01,153.05,155.0,155.65,149.25,149.5,149.9,151.46,143578,217.47,2275,86189,60.03
ASHIANA,EQ,2021-06-01,142.7,143.4,146.1,135.0,135.4,135.4,137.53,87745,120.67,2646,47918,54.61
ASHOKA,EQ,2021-06-01,94.0,94.4,94.5,91.25,92.0,92.05,92.68,1170907,1085.21,7351,524082,44.76
ASHOKLEY,EQ,2021-06-01,123.45,123.9,124.45,121.1,121.6,121.65,122.37,12524009,15325.43,61318,2668961,21.31
ASIANHOTNR,EQ,2021-06-01,75.65,76.8,78.0,74.8,76.0,76.75,76.02,12739,9.68,506,6503,51.05
ASIANPAINT,EQ,2021-06-01,2977.5,2965.0,2982.6,2915.1,2924.9,2931.0,2952.41,1194073,35253.92,60036,563894,47.22
ASIANTILES,EQ,2021-06-01,195.95,198.0,204.9,185.7,186.7,187.25,192.95,1601408,3089.9,22123,832076,51.96
ASPINWALL,EQ,2021-06-01,203.5,208.0,208.3,190.55,196.0,202.2,198.29,4437,8.8,136,2070,46.65
ASTEC,EQ,2021-06-01,1375.35,1380.0,1450.0,1371.0,1415.1,1423.3,1416.78,82058,1162.58,7227,33920,41.34
ASTERDM,EQ,2021-06-01,146.75,147.4,148.5,142.4,142.45,144.2,144.98,741896,1075.62,7647,569482,76.76
ASTRAL,EQ,2021-06-01,1875.2,1875.0,1875.0,1843.95,1859.25,1859.25,1861.58,141541,2634.9,17469,66733,47.15
ASTRAMICRO,EQ,2021-06-01,128.7,132.0,134.85,127.7,129.3,129.05,131.3,844253,1108.53,10276,308773,36.57
ASTRAZEN,EQ,2021-06-01,3777.95,3797.0,3812.0,3740.0,3760.0,3759.8,3768.78,15252,574.81,3110,6286,41.21
ASTRON,EQ,2021-06-01,47.35,47.5,48.15,45.35,45.35,45.6,46.68,185114,86.42,1734,97548,52.70
ATFL,EQ,2021-06-01,978.05,972.2,989.0,962.0,965.05,966.75,970.69,11719,113.76,1348,5911,50.44
ATGL,EQ,2021-06-01,1348.85,1360.0,1452.0,1356.05,1448.5,1440.6,1407.23,2207381,31062.98,62967,1003608,45.47
ATLANTA,EQ,2021-06-01,9.9,10.0,10.0,9.5,10.0,9.9,9.82,38737,3.8,222,22759,58.75
ATUL,EQ,2021-06-01,8594.05,8624.0,8624.0,8525.0,8598.0,8569.85,8559.18,55619,4760.53,2744,50865,91.45
ATULAUTO,EQ,2021-06-01,193.8,195.4,196.55,189.0,190.1,190.5,193.55,690050,1335.59,11838,215247,31.19
AUBANK,EQ,2021-06-01,988.55,990.0,994.8,976.0,989.3,989.1,985.67,543662,5358.69,19807,124966,22.99
AURIONPRO,EQ,2021-06-01,154.15,156.0,156.0,149.0,151.0,150.05,151.29,79445,120.19,2067,40829,51.39
AUROPHARMA,EQ,2021-06-01,997.95,1003.05,1008.6,959.25,968.4,970.3,973.33,4967258,48347.73,104804,1337013,26.92
AUSOMENT,EQ,2021-06-01,65.95,66.5,66.85,64.0,64.5,65.8,65.34,6248,4.08,106,4247,67.97
AUTOAXLES,EQ,2021-06-01,1337.85,1335.0,1360.05,1301.1,1319.9,1317.8,1323.26,11850,156.81,1639,7565,63.84
AUTOIND,EQ,2021-06-01,38.4,39.4,39.4,36.9,37.5,37.3,38.07,43137,16.42,555,26913,62.39
AVADHSUGAR,EQ,2021-06-01,310.8,313.0,318.0,303.0,311.4,311.7,310.77,110126,342.24,2972,42232,38.35
AVANTIFEED,EQ,2021-06-01,595.85,599.0,611.0,581.5,605.15,603.45,598.24,1101781,6591.28,29167,224635,20.39
AVTNPL,EQ,2021-06-01,64.1,65.0,66.5,60.7,63.35,63.8,63.3,280277,177.41,2690,171553,61.21
AWHCL,EQ,2021-06-01,300.4,302.75,304.5,296.75,299.05,299.05,299.61,81209,243.31,3213,42781,52.68
AXISBANK,EQ,2021-06-01,750.7,753.55,754.0,741.15,745.3,745.15,745.88,6660243,49677.56,161068,2585257,38.82
AXISBNKETF,EQ,2021-06-01,351.46,351.96,354.82,351.33,353.0,353.0,352.58,1001,3.53,45,867,86.61
AXISBPSETF,EQ,2021-06-01,10.14,10.15,10.15,10.13,10.15,10.14,10.14,6479,0.66,89,6268,96.74
AXISCADES,EQ,2021-06-01,78.85,78.75,84.25,75.5,79.9,80.2,80.94,469424,379.95,4581,165209,35.19
AXISGOLD,EQ,2021-06-01,42.44,42.64,42.9,42.44,42.79,42.79,42.74,186823,79.86,4174,143961,77.06
AXISHCETF,EQ,2021-06-01,84.17,84.74,84.74,83.9,83.95,84.03,84.12,10044,8.45,381,5920,58.94
AXISNIFTY,EQ,2021-06-01,161.68,161.68,162.74,161.3,161.62,162.31,161.97,5286,8.56,184,2776,52.52
AXISTECETF,EQ,2021-06-01,268.0,265.7,279.0,265.7,270.0,270.0,270.44,1054,2.85,49,889,84.35
AYMSYNTEX,EQ,2021-06-01,69.8,69.2,70.0,66.8,68.0,68.15,68.87,90557,62.37,666,80502,88.90
BAFNAPH,EQ,2021-06-01,134.5,137.2,137.2,130.0,133.0,133.05,133.13,7412,9.87,317,3907,52.71
BAJAJ-AUTO,EQ,2021-06-01,4192.8,4204.9,4347.0,4204.9,4232.0,4238.95,4284.11,1248169,53472.96,88135,117059,9.38
BAJAJCON,EQ,2021-06-01,288.65,289.75,291.25,283.35,287.0,286.7,286.23,508815,1456.39,12446,250332,49.20
BAJAJELEC,EQ,2021-06-01,1053.4,1055.0,1089.55,1055.0,1064.0,1059.7,1071.44,141938,1520.78,10252,61023,42.99
BAJAJFINSV,EQ,2021-06-01,11806.3,11830.0,11947.6,11627.05,11760.0,11829.9,11790.1,302421,35655.75,40605,56634,18.73
BAJAJHIND,EQ,2021-06-01,11.05,11.15,11.2,10.8,11.0,11.0,10.96,4615643,505.75,6321,2586141,56.03
BAJAJHLDNG,EQ,2021-06-01,3550.45,3574.0,3584.8,3457.0,3503.0,3505.9,3513.27,77518,2723.41,6449,51467,66.39
BAJFINANCE,EQ,2021-06-01,5627.95,5644.0,5818.0,5625.4,5775.0,5784.8,5742.54,2853451,163860.46,168093,525956,18.43
BALAJITELE,EQ,2021-06-01,68.4,68.1,69.0,65.65,66.5,66.5,66.96,509748,341.3,4804,179114,35.14
BALAMINES,EQ,2021-06-01,2807.65,2814.05,2828.2,2718.25,2740.0,2736.8,2750.86,91895,2527.9,10794,50219,54.65
BALAXI,EQ,2021-06-01,674.45,674.45,688.45,640.75,640.75,640.85,655.84,4908,32.19,554,3031,61.76
BALKRISIND,EQ,2021-06-01,2200.9,2204.05,2255.0,2170.6,2186.0,2175.3,2212.46,671165,14849.24,33961,135843,20.24
BALMLAWRIE,EQ,2021-06-01,136.55,137.0,137.45,133.5,134.0,134.0,134.98,334844,451.96,5016,187375,55.96
BALRAMCHIN,EQ,2021-06-01,304.15,305.05,312.0,294.4,304.5,303.7,303.39,2984083,9053.37,45493,1009863,33.84
BANARBEADS,EQ,2021-06-01,54.6,54.6,55.55,53.25,54.4,54.05,54.13,14276,7.73,333,10363,72.59
BANARISUG,EQ,2021-06-01,1771.55,1810.0,1810.0,1721.25,1721.25,1733.75,1749.47,1606,28.1,437,1034,64.38
BANCOINDIA,EQ,2021-06-01,158.15,162.1,164.3,159.3,160.4,159.9,161.61,178104,287.84,4493,81813,45.94
BANDHANBNK,EQ,2021-06-01,307.4,308.25,310.8,301.5,302.65,302.85,304.68,5075472,15464.17,58943,1367772,26.95
BANG,EQ,2021-06-01,30.15,30.45,31.5,30.0,31.4,31.35,30.69,13847,4.25,206,10419,75.24
BANKA,EQ,2021-06-01,73.95,77.0,77.0,73.0,73.4,73.1,73.61,3827,2.82,99,2834,74.05
BANKBARODA,EQ,2021-06-01,80.7,81.05,81.25,78.8,79.3,79.35,80.01,59105829,47291.95,119450,19295443,32.65
BANKBEES,EQ,2021-06-01,356.12,357.9,359.0,354.2,355.12,355.47,356.03,1457045,5187.56,10815,823550,56.52
BANKINDIA,EQ,2021-06-01,77.2,77.7,77.75,76.05,76.25,76.2,76.7,2994219,2296.48,12298,868611,29.01
BANSWRAS,EQ,2021-06-01,139.4,142.5,149.05,135.15,146.7,147.2,143.43,155626,223.22,2179,85254,54.78
BARBEQUE,EQ,2021-06-01,850.35,854.9,857.05,822.0,827.1,826.65,831.45,120549,1002.31,12638,57134,47.39
BASF,EQ,2021-06-01,2424.3,2438.2,2479.0,2355.0,2456.0,2459.6,2440.55,87078,2125.18,10094,44740,51.38
BASML,EQ,2021-06-01,94.1,84.7,84.7,84.7,84.7,84.7,84.7,129840,109.97,991,129834,100.00
BATAINDIA,EQ,2021-06-01,1547.45,1545.85,1554.0,1527.5,1539.0,1540.7,1538.3,261666,4025.22,9647,86097,32.90
BAYERCROP,EQ,2021-06-01,5297.2,5325.0,5335.05,5235.25,5253.5,5252.0,5262.37,14784,777.99,3443,7965,53.88
BBL,EQ,2021-06-01,1268.4,1274.75,1298.5,1249.5,1250.1,1251.7,1265.44,11561,146.3,2096,5097,44.09
BBTC,EQ,2021-06-01,1303.25,1316.4,1327.35,1283.85,1305.6,1301.15,1304.87,105870,1381.47,8709,39436,37.25
BCG,EQ,2021-06-01,8.45,8.55,8.8,8.55,8.8,8.75,8.69,4244892,369.05,2384,2609552,61.48
BCLIND,EQ,2021-06-01,165.3,167.9,172.6,157.4,167.7,168.75,167.73,347316,582.57,8296,173836,50.05
BCP,EQ,2021-06-01,3.4,3.45,3.5,3.3,3.4,3.35,3.4,253583,8.63,343,190668,75.19
BDL,EQ,2021-06-01,361.7,372.0,377.6,365.0,367.95,369.1,370.7,636290,2358.71,18047,184011,28.92
BECTORFOOD,EQ,2021-06-01,419.65,420.0,426.5,410.1,412.0,412.05,415.6,328624,1365.77,8888,157740,48.00
BEDMUTHA,EQ,2021-06-01,23.5,24.2,24.2,22.7,23.25,22.95,23.22,10289,2.39,88,7785,75.66
BEL,EQ,2021-06-01,145.4,153.0,153.0,146.0,146.8,146.95,149.01,24960961,37194.55,117908,6775399,27.14
BEML,EQ,2021-06-01,1302.05,1320.0,1327.0,1288.0,1298.9,1292.1,1306.01,417456,5452.0,16619,86211,20.65
BEPL,EQ,2021-06-01,159.05,159.15,161.1,155.1,157.25,156.6,157.44,628327,989.26,6229,303755,48.34
BERGEPAINT,EQ,2021-06-01,805.55,806.0,807.4,796.05,796.5,798.25,800.31,652849,5224.84,26544,231816,35.51
BESTAGRO,EQ,2021-06-01,278.15,278.15,292.05,278.15,292.05,291.9,290.5,33714,97.94,1412,21277,63.11
BFINVEST,EQ,2021-06-01,316.35,317.95,326.4,313.1,317.9,318.05,319.79,67828,216.91,3015,13784,20.32
BFUTILITIE,EQ,2021-06-01,300.0,302.0,314.0,296.1,307.5,307.35,308.13,733540,2260.23,15976,147976,20.17
BGRENERGY,EQ,2021-06-01,60.7,60.95,61.0,57.8,58.15,58.15,58.77,293102,172.24,2811,160743,54.84
BHAGERIA,EQ,2021-06-01,196.5,197.75,197.75,189.05,189.65,190.4,192.24,61827,118.86,2517,38292,61.93
BHAGYANGR,EQ,2021-06-01,52.55,53.95,53.95,49.95,49.95,49.95,50.2,50223,25.21,387,37485,74.64
BHAGYAPROP,EQ,2021-06-01,28.8,29.15,29.15,28.15,28.5,28.5,28.75,2225,0.64,29,1661,74.65
BHANDARI,EQ,2021-06-01,2.9,3.0,3.0,2.8,2.8,2.8,2.95,582566,17.16,369,279033,47.90
BHARATFORG,EQ,2021-06-01,677.85,682.0,687.7,660.1,667.9,666.65,672.08,1612530,10837.43,29129,452429,28.06
BHARATGEAR,EQ,2021-06-01,102.75,104.4,104.95,98.65,98.75,98.9,100.47,53545,53.8,1475,32523,60.74
BHARATRAS,EQ,2021-06-01,13386.75,13350.0,13600.0,12970.1,13101.05,13101.0,13232.41,8156,1079.24,3830,1862,22.83
BHARATWIRE,EQ,2021-06-01,54.9,55.45,56.4,54.55,56.4,55.95,55.5,24800,13.76,310,19117,77.08
BHARTIARTL,EQ,2021-06-01,534.9,537.45,538.4,530.3,533.0,532.9,533.49,8280431,44175.44,105694,2787566,33.66
BHEL,EQ,2021-06-01,71.05,71.65,74.2,70.7,71.05,71.1,72.25,96266171,69550.26,158681,13454710,13.98
BIGBLOC,EQ,2021-06-01,91.0,91.5,93.85,87.0,90.05,87.95,88.43,3321,2.94,82,2611,78.62
BINDALAGRO,EQ,2021-06-01,22.5,22.85,24.6,22.85,24.45,24.15,23.95,569346,136.34,2503,274843,48.27
BIOCON,EQ,2021-06-01,388.2,390.7,391.45,385.0,386.0,385.85,387.56,1748372,6776.04,27476,610388,34.91
BIOFILCHEM,EQ,2021-06-01,68.4,68.5,70.85,68.05,70.15,70.25,69.94,48348,33.82,901,31223,64.58
